Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,240.010849,1
n6,1,0.0,67.546368,1
p2,1,0.0,66.334766,1
r3,1,0.0,52.771831,1
r4,1,0.0,49.425679,1
v4,1,0.0,40.410013,1
p8,1,0.0,37.708899,1
s6,1,0.0,30.287341,1
n5,1,0.0,29.590034,1
p4,1,0.0,27.435682,1
s8,1,0.0,26.321992,1
p7,1,0.0,25.799052,1
v2,1,3e-06,21.856185,1
v1,1,5e-06,20.984234,1
r2,1,5e-06,20.955261,1
s7,1,1.2e-05,19.102631,1
s2,1,2.1e-05,18.052158,1
n4,1,5e-05,16.438166,1
r1,1,5.1e-05,16.392288,1
a7,1,9.4e-05,15.25317,1
s5,1,9.7e-05,15.196929,1
d5,1,0.000104,15.061563,1
p3,1,0.000179,14.040381,1
p12,1,0.000229,13.57758,1
a5,1,0.000331,12.886521,1
d1,1,0.000514,12.063223,1
d3,1,0.000874,11.077737,1
a6,1,0.0016,9.95934,1
v3,1,0.001629,9.926753,1
d4,1,0.001896,9.647643,1
p6,1,0.002741,8.972227,1
s1,1,0.005464,7.719164,1
s3,1,0.006339,7.451249,1
p5,1,0.006883,7.303345,1
a3,1,0.013922,6.048017,0
a1,1,0.018135,5.583041,0
n2,1,0.020518,5.36731,0
u2,1,0.039857,4.223971,0
n3,1,0.088295,2.905189,0
b3,1,0.136031,2.222294,0
b2,1,0.136031,2.222294,0
n1,1,0.139452,2.183997,0
u1,1,0.163204,1.944282,0
u3,1,0.271941,1.20693,0
p1,1,0.365204,0.819917,0
a2,1,0.507552,0.439111,0
d2,1,0.649625,0.206373,0
s4,1,0.652968,0.202179,0
b5,1,0.662109,0.190972,0
a8,1,0.697442,0.151147,0
b4,1,0.791958,0.069574,0
a4,1,0.994688,4.4e-05,0
