Feature,DoF,P Value,Chi Square,Is Significant
p5,1,4e-06,21.503102,1
s8,1,8e-06,19.949735,1
b3,1,3e-05,17.413953,1
b2,1,3e-05,17.413953,1
a2,1,5.6e-05,16.241732,1
p12,1,7.1e-05,15.796852,1
v3,1,0.000203,13.800413,1
s7,1,0.000237,13.510792,1
s2,1,0.00036,12.730973,1
p3,1,0.000406,12.504808,1
s3,1,0.000836,11.158594,1
d1,1,0.001358,10.261433,1
p4,1,0.001991,9.558173,1
v1,1,0.002006,9.544227,1
s6,1,0.002336,9.264853,1
a5,1,0.011291,6.418997,0
a4,1,0.012433,6.248077,0
a1,1,0.01387,6.054616,0
d2,1,0.014113,6.023919,0
u1,1,0.014445,5.982955,0
p8,1,0.018215,5.575307,0
v2,1,0.043484,4.07647,0
d3,1,0.060973,3.510716,0
p6,1,0.090423,2.866822,0
p7,1,0.180077,1.796991,0
n4,1,0.181701,1.783657,0
d5,1,0.202396,1.625,0
a8,1,0.226351,1.463648,0
a6,1,0.226533,1.4625,0
b1,1,0.318877,0.993546,0
p2,1,0.369039,0.806897,0
r1,1,0.369039,0.806897,0
s5,1,0.370167,0.803104,0
b4,1,0.455821,0.556136,0
a7,1,0.487024,0.483093,0
s1,1,0.530093,0.394214,0
s4,1,0.607206,0.264263,0
p1,1,0.67005,0.181543,0
b5,1,1.0,0.0,0
