Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,173.802238,1
r3,1,0.0,62.558801,1
r4,1,0.0,50.206162,1
p2,1,0.0,47.786593,1
p8,1,0.0,43.177034,1
n6,1,0.0,40.815398,1
v4,1,0.0,34.515053,1
p7,1,2e-06,22.203625,1
r2,1,3.1e-05,17.346647,1
v2,1,3.2e-05,17.317626,1
a6,1,8e-05,15.550977,1
n5,1,0.00022,13.653924,1
p4,1,0.000263,13.319939,1
r1,1,0.000625,11.700491,1
n4,1,0.000776,11.297506,1
a5,1,0.001913,9.630735,1
v1,1,0.002624,9.051752,1
d3,1,0.004848,7.935451,1
a7,1,0.0053,7.774153,1
s8,1,0.005496,7.708621,1
d1,1,0.006028,7.541921,1
a1,1,0.008222,6.984522,1
d4,1,0.012632,6.219904,0
n2,1,0.020702,5.351708,0
p5,1,0.021595,5.278126,0
p3,1,0.023281,5.147397,0
p6,1,0.02554,4.986897,0
s1,1,0.02706,4.886995,0
p12,1,0.028353,4.806452,0
v3,1,0.031864,4.605818,0
s6,1,0.042572,4.112333,0
d5,1,0.065862,3.383242,0
s3,1,0.104401,2.636992,0
a3,1,0.16873,1.894188,0
u2,1,0.192711,1.696767,0
s2,1,0.193687,1.689344,0
d2,1,0.207212,1.590802,0
n1,1,0.217155,1.52307,0
n3,1,0.221827,1.492513,0
u1,1,0.222103,1.490735,0
b2,1,0.242546,1.365737,0
b3,1,0.242546,1.365737,0
s5,1,0.337135,0.921295,0
s7,1,0.35413,0.858604,0
a8,1,0.465349,0.532999,0
p1,1,0.562783,0.334909,0
s4,1,0.589126,0.291712,0
a2,1,0.590776,0.289134,0
b5,1,0.59843,0.277371,0
b4,1,0.619141,0.247077,0
u3,1,0.739748,0.110348,0
a4,1,0.926875,0.008423,0
