Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.0,27.994963,1
p5,1,1e-06,23.834008,1
p12,1,3e-06,21.618993,1
b3,1,7.7e-05,15.624881,1
b2,1,7.7e-05,15.624881,1
p3,1,0.000105,15.050122,1
v3,1,0.000153,14.339447,1
s2,1,0.000159,14.262832,1
s7,1,0.000178,14.052722,1
a2,1,0.00045,12.312129,1
p4,1,0.000802,11.236483,1
s6,1,0.00093,10.962241,1
v1,1,0.001099,10.652821,1
s3,1,0.001724,9.822183,1
d1,1,0.002122,9.441265,1
p8,1,0.006645,7.3665,1
p6,1,0.008324,6.962449,1
a4,1,0.012827,6.192784,0
a1,1,0.017717,5.623916,0
a5,1,0.018145,5.58213,0
d2,1,0.022395,5.214858,0
v2,1,0.025565,4.985186,0
p7,1,0.045322,4.006612,0
u1,1,0.057202,3.616697,0
n4,1,0.080643,3.051902,0
d3,1,0.110686,2.544399,0
a8,1,0.117798,2.446351,0
p2,1,0.152537,2.046694,0
s5,1,0.171549,1.869354,0
d5,1,0.22701,1.459501,0
r1,1,0.28452,1.14537,0
a6,1,0.385937,0.751706,0
s4,1,0.51806,0.417754,0
b4,1,0.686853,0.162513,0
b5,1,0.800719,0.063714,0
s1,1,0.847384,0.03704,0
a7,1,0.869131,0.027146,0
p1,1,0.935261,0.006598,0
