Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.021844,5.258136,0
p3,1,0.070631,3.268305,0
r3,1,0.087467,2.920394,0
n6,1,0.098295,2.732987,0
n1,1,0.153881,2.033354,0
s2,1,0.175514,1.835207,0
p6,1,0.18832,1.730712,0
s8,1,0.194259,1.685016,0
p7,1,0.206441,1.596212,0
a5,1,0.219598,1.506997,0
a3,1,0.257919,1.279891,0
a4,1,0.259307,1.272453,0
n5,1,0.289508,1.121906,0
s7,1,0.327056,0.960518,0
p4,1,0.348808,0.877788,0
a1,1,0.365717,0.818164,0
a2,1,0.370932,0.80054,0
p2,1,0.424347,0.638245,0
p5,1,0.427875,0.628586,0
s3,1,0.437602,0.602562,0
d2,1,0.456456,0.554571,0
b4,1,0.478726,0.501765,0
s5,1,0.482674,0.492815,0
a6,1,0.501312,0.452159,0
b5,1,0.506057,0.442212,0
s4,1,0.556569,0.34568,0
v2,1,0.557417,0.344196,0
a7,1,0.561099,0.337806,0
u3,1,0.567255,0.327298,0
r4,1,0.569319,0.323823,0
b2,1,0.575888,0.31293,0
b3,1,0.575888,0.31293,0
p12,1,0.584939,0.298318,0
r2,1,0.587638,0.294048,0
u2,1,0.613363,0.255306,0
s1,1,0.623061,0.241588,0
p8,1,0.634507,0.225998,0
v4,1,0.651061,0.204565,0
a8,1,0.693425,0.155403,0
n4,1,0.695584,0.153107,0
s6,1,0.696932,0.151683,0
d1,1,0.698158,0.150396,0
d3,1,0.714032,0.134283,0
d4,1,0.774729,0.081908,0
v1,1,0.823835,0.049558,0
n2,1,0.839647,0.040943,0
d5,1,0.878322,0.023439,0
r1,1,0.883344,0.02153,0
u1,1,0.907647,0.013458,0
v3,1,0.933633,0.006935,0
p1,1,0.937168,0.006214,0
n3,1,0.959174,0.00262,0
