Feature,DoF,P Value,Chi Square,Is Significant
r4,1,0.001424,10.174914,1
r3,1,0.002784,8.944202,1
n6,1,0.003868,8.344656,1
p2,1,0.005793,7.613519,1
p3,1,0.009244,6.775002,1
p9,1,0.011742,6.349445,0
n1,1,0.025124,5.015298,0
r2,1,0.036352,4.380498,0
r1,1,0.051371,3.796124,0
a7,1,0.078039,3.105273,0
a6,1,0.084638,2.973513,0
d2,1,0.096509,2.762309,0
a1,1,0.119711,2.421098,0
n2,1,0.126882,2.330249,0
u1,1,0.136605,2.215792,0
a3,1,0.161478,1.960327,0
b5,1,0.182938,1.773597,0
p5,1,0.188886,1.726286,0
v4,1,0.209707,1.573448,0
u3,1,0.242028,1.368743,0
s1,1,0.253312,1.304942,0
v2,1,0.274999,1.191642,0
b4,1,0.312046,1.021995,0
d1,1,0.315894,1.005872,0
n3,1,0.327917,0.957108,0
d3,1,0.375316,0.785989,0
s7,1,0.38449,0.756295,0
d4,1,0.400352,0.707269,0
a2,1,0.419648,0.6513,0
n5,1,0.476066,0.507862,0
s8,1,0.533253,0.38819,0
d5,1,0.560921,0.338112,0
s3,1,0.567351,0.327135,0
p4,1,0.57344,0.31696,0
p12,1,0.594357,0.283592,0
p1,1,0.613444,0.25519,0
s5,1,0.709984,0.138293,0
s4,1,0.721866,0.126712,0
s2,1,0.745297,0.105525,0
a8,1,0.754166,0.098064,0
p6,1,0.762453,0.091362,0
n4,1,0.780322,0.077785,0
a5,1,0.807386,0.059438,0
p7,1,0.851006,0.035282,0
a4,1,0.874367,0.025,0
p8,1,0.884394,0.021141,0
s6,1,0.930026,0.007711,0
v1,1,0.939609,0.00574,0
v3,1,0.947841,0.004279,0
u2,1,0.987787,0.000234,0
b3,1,0.997019,1.4e-05,0
b2,1,0.997019,1.4e-05,0
