Feature,DoF,P Value,Chi Square,Is Significant
u1,1,0.013625,6.086038,0
v4,1,0.209482,1.575,0
s2,1,0.296386,1.090385,0
s7,1,0.312907,1.018368,0
s3,1,0.393153,0.729167,0
v2,1,0.442918,0.58871,0
a4,1,0.462471,0.539909,0
n1,1,0.490279,0.475913,0
s8,1,0.57309,0.31754,0
a2,1,0.577586,0.310154,0
v1,1,0.611686,0.257727,0
a6,1,0.611686,0.257727,0
b4,1,0.732678,0.116667,0
a3,1,0.746236,0.104721,0
b3,1,0.753905,0.098279,0
b2,1,0.753905,0.098279,0
n6,1,0.774221,0.082288,0
n2,1,0.826403,0.0481,0
n3,1,0.826403,0.0481,0
s6,1,0.866392,0.028306,0
d3,1,0.872705,0.025671,0
a7,1,0.983908,0.000407,0
n5,1,0.983908,0.000407,0
v3,1,1.0,0.0,0
a5,1,1.0,0.0,0
