Feature,DoF,P Value,Chi Square,Is Significant
p2,1,0.007146,7.236008,1
r3,1,0.007244,7.211342,1
r4,1,0.009153,6.7927,1
n6,1,0.029753,4.723512,0
p9,1,0.051026,3.807427,0
r1,1,0.063928,3.432416,0
r2,1,0.1006,2.696006,0
v4,1,0.111236,2.536566,0
p3,1,0.12955,2.297885,0
v2,1,0.137673,2.203775,0
p8,1,0.151956,2.052507,0
n1,1,0.161547,1.959684,0
a6,1,0.192552,1.69798,0
n2,1,0.192667,1.697102,0
a1,1,0.221317,1.495814,0
s8,1,0.235506,1.407294,0
p6,1,0.28018,1.166217,0
a7,1,0.338666,0.915476,0
b5,1,0.357604,0.846289,0
s1,1,0.365847,0.817721,0
d2,1,0.387203,0.747707,0
n3,1,0.391691,0.733685,0
u3,1,0.4343,0.611296,0
a2,1,0.443489,0.587237,0
d3,1,0.449427,0.572095,0
s5,1,0.457033,0.553151,0
a3,1,0.471578,0.518276,0
p7,1,0.480093,0.498653,0
s4,1,0.485193,0.487169,0
b4,1,0.491649,0.472916,0
s7,1,0.500872,0.453088,0
d1,1,0.51442,0.425066,0
p5,1,0.52698,0.400211,0
u1,1,0.53578,0.383418,0
v1,1,0.538188,0.378909,0
p12,1,0.545644,0.365178,0
s3,1,0.556768,0.345331,0
d4,1,0.587294,0.294589,0
p1,1,0.665096,0.187392,0
a8,1,0.691151,0.157842,0
s2,1,0.781307,0.077071,0
n4,1,0.872824,0.025623,0
a5,1,0.911663,0.012308,0
v3,1,0.911698,0.012298,0
p4,1,0.92003,0.010079,0
a4,1,0.935522,0.006545,0
b3,1,0.955302,0.003142,0
b2,1,0.955302,0.003142,0
d5,1,0.963919,0.002046,0
n5,1,0.989477,0.000174,0
u2,1,0.996121,2.4e-05,0
s6,1,1.0,0.0,0
