Feature,DoF,P Value,Chi Square,Is Significant
a8,1,0.003005,8.804351,1
a1,1,0.004579,8.038543,1
b2,1,0.028449,4.800635,0
b3,1,0.028449,4.800635,0
a2,1,0.049259,3.866516,0
s8,1,0.075168,3.166393,0
v3,1,0.082142,3.022006,0
d2,1,0.102172,2.671302,0
u1,1,0.109588,2.560149,0
s7,1,0.122632,2.383373,0
p5,1,0.181824,1.78265,0
d3,1,0.225935,1.466268,0
s3,1,0.258572,1.276388,0
a4,1,0.266975,1.232224,0
d1,1,0.304813,1.05302,0
b5,1,0.348157,0.880165,0
p4,1,0.40532,0.692487,0
s2,1,0.443952,0.586046,0
v2,1,0.452021,0.565578,0
d5,1,0.576949,0.311193,0
p7,1,0.598589,0.277129,0
n4,1,0.639992,0.218753,0
d4,1,0.651157,0.204444,0
r1,1,0.672508,0.178683,0
a6,1,0.677969,0.172421,0
p12,1,0.694039,0.154748,0
p8,1,0.737045,0.112741,0
a7,1,0.797719,0.06569,0
s5,1,0.805982,0.060326,0
b4,1,0.859058,0.031532,0
p2,1,0.874,0.025148,0
p6,1,0.961859,0.002287,0
p10,1,0.992897,7.9e-05,0
p3,1,0.993834,6e-05,0
