Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.0,35.315024,1
p12,1,0.0,28.558195,1
p5,1,1.6e-05,18.628704,1
s7,1,9.1e-05,15.314041,1
v3,1,0.000108,14.983341,1
b2,1,0.000116,14.855171,1
b3,1,0.000116,14.855171,1
s2,1,0.000173,14.10682,1
v1,1,0.000389,12.58278,1
p8,1,0.000908,11.005634,1
d1,1,0.000959,10.905726,1
s3,1,0.001044,10.748632,1
p4,1,0.001135,10.592593,1
s6,1,0.001167,10.541953,1
a2,1,0.002045,9.509124,1
p6,1,0.002438,9.186632,1
p3,1,0.003347,8.607871,1
v2,1,0.004803,7.952193,1
d2,1,0.009244,6.775149,1
p2,1,0.012887,6.184532,0
a4,1,0.014567,5.968038,0
p7,1,0.019535,5.452966,0
u1,1,0.020199,5.394618,0
a5,1,0.02246,5.209793,0
d3,1,0.05618,3.646724,0
a8,1,0.066153,3.375995,0
s5,1,0.069168,3.302664,0
r1,1,0.076648,3.13459,0
n4,1,0.076648,3.13459,0
a1,1,0.127628,2.321117,0
a6,1,0.13904,2.188552,0
d5,1,0.247268,1.338673,0
s4,1,0.382218,0.763555,0
a7,1,0.54789,0.361111,0
b1,1,0.793682,0.068399,0
s1,1,0.839918,0.040804,0
p1,1,0.846701,0.037376,0
b5,1,0.933865,0.006886,0
b4,1,0.978568,0.000722,0
