Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.004016,8.276616,1
u1,1,0.015633,5.84366,0
s8,1,0.045451,4.001817,0
p6,1,0.048995,3.875534,0
s7,1,0.057477,3.608737,0
s6,1,0.065273,3.398067,0
s2,1,0.075748,3.153846,0
v1,1,0.094916,2.788953,0
v2,1,0.113473,2.505176,0
p8,1,0.174634,1.842708,0
n6,1,0.174792,1.841356,0
n5,1,0.187338,1.738427,0
b1,1,0.211921,1.558254,0
a4,1,0.221957,1.491676,0
n1,1,0.25105,1.317453,0
a5,1,0.255812,1.291283,0
s3,1,0.284451,1.1457,0
n2,1,0.408585,0.682915,0
n3,1,0.435106,0.609154,0
b3,1,0.453542,0.561786,0
b2,1,0.453542,0.561786,0
p7,1,0.466197,0.530975,0
p2,1,0.473783,0.513139,0
a2,1,0.518436,0.417003,0
p4,1,0.54231,0.371274,0
p1,1,0.552776,0.352368,0
v4,1,0.643924,0.213647,0
d3,1,0.649346,0.206726,0
a3,1,0.713908,0.134405,0
v3,1,0.742922,0.107575,0
u2,1,0.768278,0.086806,0
a7,1,0.769515,0.085855,0
a6,1,0.789516,0.071257,0
u3,1,0.822327,0.050424,0
b4,1,0.839009,0.041274,0
b5,1,0.844903,0.038269,0
p3,1,0.931751,0.007335,0
