Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,42.394198,1
n6,1,5.3e-05,16.344048,1
a7,1,0.000995,10.837275,1
r2,1,0.009103,6.802599,1
n1,1,0.012491,6.23986,0
d3,1,0.012805,6.195808,0
v4,1,0.012937,6.177772,0
p2,1,0.021466,5.288591,0
r4,1,0.029055,4.764359,0
s6,1,0.033672,4.511281,0
r3,1,0.038025,4.303919,0
d5,1,0.04669,3.956508,0
a4,1,0.051207,3.801487,0
a1,1,0.05189,3.779312,0
p3,1,0.079839,3.068173,0
b5,1,0.081699,3.030781,0
v2,1,0.085995,2.947786,0
p12,1,0.091399,2.849568,0
p6,1,0.102276,2.669685,0
a6,1,0.109811,2.556936,0
p7,1,0.130091,2.291419,0
d2,1,0.161215,1.96279,0
a3,1,0.199317,1.647376,0
b2,1,0.259763,1.270018,0
b3,1,0.259763,1.270018,0
s5,1,0.264621,1.244418,0
d1,1,0.285252,1.141894,0
v3,1,0.32199,0.980845,0
s4,1,0.329064,0.952577,0
u3,1,0.342976,0.899275,0
p5,1,0.368129,0.809969,0
n4,1,0.383124,0.760654,0
p1,1,0.430612,0.621174,0
a5,1,0.444982,0.583401,0
a2,1,0.446306,0.580017,0
s1,1,0.453456,0.561998,0
v1,1,0.455176,0.55773,0
r1,1,0.462663,0.539444,0
s7,1,0.5165,0.420876,0
s2,1,0.543936,0.368294,0
u2,1,0.550474,0.356469,0
d4,1,0.570937,0.321117,0
n3,1,0.614062,0.254302,0
p8,1,0.62007,0.245769,0
n5,1,0.637598,0.221897,0
b4,1,0.654476,0.200304,0
s8,1,0.703016,0.145353,0
s3,1,0.742852,0.107635,0
u1,1,0.752406,0.099521,0
p4,1,0.824705,0.049061,0
a8,1,0.869754,0.026886,0
n2,1,0.871592,0.026126,0
