Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,95.060754,1
p3,1,0.0,31.107122,1
n5,1,0.0,30.276082,1
p4,1,2e-06,22.965643,1
a5,1,3.2e-05,17.292154,1
p7,1,7.7e-05,15.636923,1
s2,1,8.9e-05,15.354142,1
s7,1,9.3e-05,15.27469,1
p8,1,0.000121,14.783745,1
s8,1,0.000155,14.310315,1
a3,1,0.000221,13.64659,1
s6,1,0.000683,11.535198,1
s3,1,0.001498,10.080649,1
p5,1,0.002433,9.190063,1
p2,1,0.007016,7.268815,1
n4,1,0.008831,6.856611,1
v1,1,0.009037,6.815535,1
s5,1,0.013973,6.041606,0
d5,1,0.02069,5.352703,0
a2,1,0.022902,5.175954,0
p6,1,0.027573,4.854557,0
u2,1,0.035731,4.409882,0
d1,1,0.045125,4.013977,0
n6,1,0.053969,3.713647,0
v3,1,0.062726,3.4638,0
n1,1,0.066754,3.361083,0
p12,1,0.069975,3.283609,0
b5,1,0.10271,2.662944,0
a4,1,0.110744,2.543569,0
d4,1,0.120739,2.407704,0
a7,1,0.137529,2.205386,0
p1,1,0.139489,2.183585,0
b4,1,0.16045,1.969981,0
v4,1,0.163212,1.944208,0
r4,1,0.211968,1.557935,0
r1,1,0.23678,1.39966,0
u3,1,0.262795,1.253975,0
a1,1,0.268028,1.226813,0
d3,1,0.280506,1.164639,0
v2,1,0.338766,0.915098,0
u1,1,0.359091,0.841071,0
a6,1,0.367905,0.810728,0
b2,1,0.379996,0.770716,0
b3,1,0.379996,0.770716,0
s4,1,0.383902,0.758169,0
r2,1,0.438021,0.601462,0
d2,1,0.508822,0.436489,0
a8,1,0.711894,0.136392,0
n2,1,0.752159,0.099725,0
r3,1,0.774198,0.082305,0
u4,1,0.874525,0.024937,0
s1,1,0.926217,0.008576,0
n3,1,0.966554,0.001758,0
