Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,86.145245,1
s2,1,9e-05,15.329919,1
s8,1,0.000224,13.619953,1
s7,1,0.000283,13.18206,1
s5,1,0.000448,12.319016,1
p2,1,0.000719,11.439191,1
r2,1,0.00132,10.314879,1
a7,1,0.0019,9.643959,1
s6,1,0.001993,9.556016,1
n6,1,0.002159,9.408799,1
r4,1,0.002393,9.220306,1
r1,1,0.004137,8.222581,1
d3,1,0.006661,7.36215,1
v4,1,0.009819,6.667493,1
d1,1,0.011333,6.412272,0
a3,1,0.022384,5.215677,0
s3,1,0.023514,5.130099,0
v2,1,0.025723,4.974554,0
p6,1,0.030764,4.66607,0
d5,1,0.031263,4.638453,0
v1,1,0.040131,4.212331,0
r3,1,0.044418,4.040609,0
d4,1,0.05424,3.705294,0
n2,1,0.076674,3.134032,0
n5,1,0.07735,3.119718,0
p8,1,0.078971,3.085947,0
u1,1,0.087395,2.921711,0
p7,1,0.09579,2.774269,0
d2,1,0.09995,2.706334,0
a6,1,0.12348,2.37262,0
p4,1,0.126914,2.32985,0
a5,1,0.129078,2.303553,0
v3,1,0.15617,2.010922,0
s4,1,0.167084,1.908916,0
a1,1,0.183046,1.772715,0
n1,1,0.214995,1.537468,0
p12,1,0.334291,0.932204,0
n3,1,0.354539,0.857143,0
b5,1,0.374346,0.789188,0
a8,1,0.37733,0.779383,0
a2,1,0.450703,0.568883,0
a4,1,0.531115,0.392258,0
s1,1,0.593919,0.284266,0
p5,1,0.60363,0.269556,0
p1,1,0.649671,0.206315,0
u3,1,0.654721,0.2,0
b4,1,0.660815,0.192535,0
n4,1,0.836612,0.042531,0
p3,1,0.864089,0.0293,0
b3,1,0.972932,0.001151,0
b2,1,0.972932,0.001151,0
u2,1,0.978698,0.000713,0
