Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,157.597264,1
p3,1,1.1e-05,19.333704,1
p8,1,2.6e-05,17.671746,1
p4,1,0.000104,15.063122,1
s6,1,0.00029,13.133628,1
v4,1,0.000364,12.709296,1
s2,1,0.000835,11.162358,1
p7,1,0.000976,10.871661,1
a5,1,0.002636,9.043975,1
v1,1,0.003099,8.74822,1
n5,1,0.005405,7.738528,1
s8,1,0.007342,7.187344,1
p5,1,0.013805,6.062892,0
p2,1,0.014902,5.927997,0
v2,1,0.016712,5.726362,0
s7,1,0.026349,4.932959,0
n6,1,0.027363,4.867758,0
d3,1,0.031023,4.651687,0
v3,1,0.031112,4.646751,0
s5,1,0.031853,4.606407,0
d5,1,0.03275,4.558795,0
p6,1,0.035945,4.399733,0
d1,1,0.069423,3.296603,0
d2,1,0.077874,3.108732,0
n4,1,0.08646,2.939079,0
p12,1,0.091087,2.855057,0
a7,1,0.095358,2.781511,0
s3,1,0.103191,2.655513,0
r4,1,0.131925,2.269706,0
r2,1,0.140357,2.174043,0
a2,1,0.165857,1.919994,0
d4,1,0.176135,1.829935,0
r3,1,0.208661,1.580692,0
b4,1,0.213169,1.549774,0
p1,1,0.240994,1.374768,0
b3,1,0.251106,1.317141,0
b2,1,0.251106,1.317141,0
n1,1,0.284225,1.146776,0
a6,1,0.292095,1.109942,0
r1,1,0.302404,1.063561,0
u2,1,0.350166,0.872857,0
s4,1,0.368452,0.80888,0
u3,1,0.382146,0.763787,0
b5,1,0.492283,0.471532,0
a3,1,0.657996,0.195967,0
a8,1,0.691403,0.157571,0
a1,1,0.790425,0.070628,0
a4,1,0.83377,0.044045,0
s1,1,0.852803,0.034426,0
n3,1,0.894356,0.017634,0
n2,1,0.98553,0.000329,0
u1,1,0.986804,0.000274,0
