Feature,DoF,P Value,Chi Square,Is Significant
p10,1,0.0,33.469036,1
p3,1,1e-06,23.7176,1
p7,1,1e-06,23.455459,1
n4,1,6e-06,20.467836,1
n5,1,1.4e-05,18.822788,1
p4,1,2.9e-05,17.507978,1
p8,1,7e-05,15.801983,1
p2,1,0.000104,15.059657,1
p9,1,0.000355,12.752783,1
s8,1,0.001816,9.726369,1
r3,1,0.002043,9.510049,1
u3,1,0.002368,9.239737,1
p6,1,0.005058,7.858556,1
u2,1,0.006021,7.54401,1
a5,1,0.008394,6.947413,1
n6,1,0.009767,6.676939,1
v1,1,0.017458,5.649691,0
r4,1,0.019221,5.481269,0
a3,1,0.019533,5.453115,0
v4,1,0.019683,5.439751,0
s7,1,0.020431,5.374724,0
p12,1,0.023189,5.154318,0
p5,1,0.037886,4.310145,0
n1,1,0.04196,4.136814,0
a7,1,0.056054,3.650462,0
s1,1,0.064336,3.421934,0
s4,1,0.080894,3.046852,0
s6,1,0.087971,2.911114,0
b5,1,0.106476,2.605755,0
a4,1,0.108423,2.577052,0
s3,1,0.126203,2.338599,0
d3,1,0.139917,2.178873,0
r1,1,0.147624,2.09663,0
u4,1,0.151552,2.056559,0
n3,1,0.155634,2.016143,0
a1,1,0.157664,1.996493,0
s2,1,0.196756,1.666288,0
s5,1,0.257756,1.280769,0
d4,1,0.300661,1.071262,0
d2,1,0.325499,0.966724,0
v3,1,0.338554,0.915898,0
v2,1,0.358512,0.843097,0
a8,1,0.40229,0.70147,0
b4,1,0.451051,0.56801,0
r2,1,0.508141,0.437894,0
d1,1,0.608229,0.262762,0
p1,1,0.610254,0.259806,0
n2,1,0.668912,0.182877,0
d5,1,0.707498,0.140789,0
a6,1,0.792856,0.068961,0
a2,1,0.793143,0.068765,0
u1,1,0.876403,0.02419,0
b3,1,0.891212,0.018706,0
b2,1,0.891212,0.018706,0
