Feature,DoF,P Value,Chi Square,Is Significant
p10,1,0.0,123.149893,1
p9,1,0.0,96.11625,1
r3,1,0.0,69.996713,1
p2,1,0.0,63.008974,1
n6,1,0.0,51.164585,1
p8,1,0.0,48.25869,1
r4,1,0.0,45.646794,1
v4,1,0.0,33.688741,1
p7,1,0.0,33.662356,1
n4,1,0.0,26.404685,1
n5,1,1e-06,24.277638,1
b1,1,1e-06,24.155729,1
p4,1,1e-06,24.056395,1
v2,1,9.1e-05,15.312581,1
p3,1,9.9e-05,15.165186,1
v1,1,0.000277,13.221361,1
s8,1,0.000622,11.708714,1
p12,1,0.000714,11.452516,1
r1,1,0.000918,10.98533,1
a5,1,0.001336,10.29244,1
s1,1,0.001762,9.782201,1
a6,1,0.003195,8.69258,1
p6,1,0.00619,7.494245,1
r2,1,0.006469,7.414922,1
p5,1,0.009186,6.786211,1
s6,1,0.009817,6.667872,1
u2,1,0.010984,6.467876,0
d4,1,0.021332,5.299437,0
v3,1,0.025521,4.988161,0
d1,1,0.036608,4.36854,0
n2,1,0.039376,4.244567,0
a3,1,0.059168,3.560548,0
s7,1,0.05956,3.549586,0
n3,1,0.061438,3.498133,0
s4,1,0.078342,3.098958,0
s3,1,0.080768,3.049371,0
u3,1,0.10479,2.63108,0
d5,1,0.110658,2.544804,0
a1,1,0.182015,1.781098,0
b4,1,0.198843,1.650854,0
a8,1,0.213869,1.545039,0
s5,1,0.215157,1.536384,0
d3,1,0.217226,1.522602,0
b3,1,0.232169,1.427522,0
b2,1,0.232169,1.427522,0
s2,1,0.241114,1.374071,0
a7,1,0.278109,1.176309,0
b5,1,0.289759,1.120742,0
n1,1,0.502642,0.449353,0
d2,1,0.511804,0.430377,0
u1,1,0.512305,0.429356,0
u4,1,0.607022,0.264535,0
a4,1,0.740127,0.110015,0
p1,1,0.952873,0.003493,0
a2,1,0.995922,2.6e-05,0
