Feature,DoF,P Value,Chi Square,Is Significant
p8,1,0.004005,8.281343,1
r3,1,0.05343,3.730417,0
p6,1,0.066973,3.355685,0
n5,1,0.080562,3.053521,0
s7,1,0.083737,2.990826,0
a3,1,0.084513,2.975893,0
p9,1,0.08647,2.938893,0
v2,1,0.106984,2.598222,0
s4,1,0.111504,2.532774,0
v4,1,0.14748,2.09812,0
d5,1,0.160135,1.972951,0
a7,1,0.164398,1.933296,0
p7,1,0.181171,1.787995,0
d2,1,0.251845,1.313038,0
p1,1,0.284844,1.143833,0
r4,1,0.299131,1.078063,0
n2,1,0.319688,0.990221,0
s6,1,0.34237,0.901537,0
b5,1,0.359207,0.840665,0
s5,1,0.370274,0.802745,0
r1,1,0.452309,0.56486,0
v1,1,0.475299,0.50963,0
n3,1,0.50693,0.4404,0
s2,1,0.508887,0.436354,0
s3,1,0.509548,0.434995,0
a8,1,0.537698,0.379824,0
p2,1,0.53966,0.37617,0
a1,1,0.544358,0.367521,0
s1,1,0.574725,0.31484,0
a2,1,0.576164,0.312477,0
n1,1,0.581309,0.304123,0
u1,1,0.582785,0.301754,0
a4,1,0.62876,0.233746,0
n4,1,0.645448,0.211687,0
b4,1,0.656072,0.19833,0
p5,1,0.733067,0.116314,0
a6,1,0.758614,0.094434,0
u3,1,0.761562,0.09207,0
p12,1,0.782223,0.07641,0
a5,1,0.787582,0.072604,0
b3,1,0.864379,0.029174,0
b2,1,0.864379,0.029174,0
s8,1,0.899824,0.015847,0
p4,1,0.919964,0.010096,0
d1,1,0.929454,0.007838,0
p3,1,0.942578,0.005188,0
n6,1,0.945349,0.004699,0
d3,1,0.95129,0.003732,0
d4,1,0.964833,0.001944,0
v3,1,0.983566,0.000424,0
r2,1,0.984443,0.00038,0
u2,1,1.0,0.0,0
