Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.000295,13.104916,1
v3,1,0.003474,8.539881,1
b3,1,0.006561,7.389442,1
b2,1,0.006561,7.389442,1
p12,1,0.006649,7.365466,1
p5,1,0.007217,7.218045,1
v2,1,0.014294,6.001491,0
s7,1,0.014654,5.957567,0
a8,1,0.016674,5.730319,0
d1,1,0.02606,4.952054,0
u1,1,0.030816,4.663163,0
a2,1,0.032645,4.564285,0
d2,1,0.036941,4.353108,0
p8,1,0.042983,4.096081,0
p2,1,0.051596,3.78882,0
p6,1,0.059603,3.548399,0
p7,1,0.060634,3.519948,0
p4,1,0.060634,3.519948,0
a4,1,0.110599,2.545646,0
a1,1,0.113581,2.503669,0
s2,1,0.130653,2.284724,0
s3,1,0.140065,2.177244,0
r1,1,0.152402,2.04804,0
n4,1,0.152402,2.04804,0
p3,1,0.218532,1.513985,0
d5,1,0.335098,0.929094,0
s5,1,0.354709,0.856538,0
b4,1,0.389312,0.74109,0
a6,1,0.427723,0.628999,0
a7,1,0.565669,0.329983,0
b5,1,0.670623,0.180874,0
