Feature,DoF,P Value,Chi Square,Is Significant
b2,1,5e-05,16.442051,1
b3,1,5e-05,16.442051,1
s8,1,0.001316,10.319897,1
p12,1,0.001822,9.720415,1
v3,1,0.002311,9.284344,1
a2,1,0.002387,9.225233,1
d1,1,0.009477,6.730604,1
s7,1,0.009569,6.713496,1
s3,1,0.011631,6.366303,0
p5,1,0.012199,6.281687,0
d2,1,0.012757,6.202475,0
s2,1,0.01326,6.134125,0
v1,1,0.027106,4.884042,0
a1,1,0.027544,4.856398,0
s6,1,0.030245,4.695329,0
u1,1,0.036004,4.396909,0
a4,1,0.043595,4.072179,0
v2,1,0.10942,2.562577,0
d3,1,0.111525,2.532476,0
p4,1,0.124992,2.353624,0
a8,1,0.169455,1.887759,0
p3,1,0.17005,1.882498,0
a5,1,0.194511,1.683113,0
a6,1,0.366711,0.81478,0
s1,1,0.378283,0.776273,0
p6,1,0.406713,0.688387,0
p8,1,0.489386,0.477875,0
d5,1,0.496949,0.461445,0
s4,1,0.503584,0.447376,0
r1,1,0.595074,0.282489,0
b5,1,0.628109,0.234634,0
a7,1,0.696952,0.151662,0
s5,1,0.745824,0.105074,0
n4,1,0.760903,0.092596,0
b4,1,0.777699,0.079704,0
p7,1,0.828608,0.046867,0
p2,1,0.847202,0.037129,0
p1,1,0.977859,0.00077,0
