Feature,DoF,P Value,Chi Square,Is Significant
a2,1,0.002232,9.348193,1
p12,1,0.003487,8.533428,1
p5,1,0.02394,5.098941,0
a4,1,0.025629,4.98091,0
d2,1,0.035459,4.422958,0
s1,1,0.050016,3.840907,0
s7,1,0.06395,3.431853,0
u1,1,0.074712,3.176339,0
p3,1,0.094492,2.796125,0
v3,1,0.164424,1.933056,0
a1,1,0.192159,1.700989,0
p2,1,0.204742,1.608223,0
p4,1,0.237568,1.394967,0
p6,1,0.289151,1.123571,0
v1,1,0.290919,1.115365,0
s6,1,0.331092,0.944623,0
a6,1,0.35699,0.848455,0
b4,1,0.396365,0.719327,0
p7,1,0.505163,0.444074,0
p8,1,0.509678,0.434728,0
a5,1,0.550781,0.35592,0
p1,1,0.648646,0.207612,0
n4,1,0.718101,0.130319,0
r1,1,0.728321,0.120659,0
d5,1,0.790235,0.070759,0
s5,1,0.817662,0.053155,0
s4,1,0.865013,0.028899,0
d3,1,0.892024,0.018426,0
a7,1,0.921236,0.009777,0
b5,1,0.952799,0.003504,0
v2,1,0.956122,0.003027,0
a8,1,0.96181,0.002293,0
