Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,129.660225,1
n6,1,6e-06,20.440359,1
n5,1,1.7e-05,18.534946,1
p2,1,3.9e-05,16.915695,1
p4,1,0.000101,15.117614,1
s6,1,0.000179,14.036446,1
p8,1,0.000255,13.375662,1
p3,1,0.00029,13.135047,1
a7,1,0.001752,9.792311,1
a5,1,0.002176,9.394886,1
v4,1,0.002406,9.210758,1
d5,1,0.00294,8.844468,1
s7,1,0.003503,8.525165,1
s2,1,0.004115,8.232403,1
r4,1,0.004817,7.946966,1
p7,1,0.00599,7.553344,1
r3,1,0.007235,7.213667,1
v1,1,0.007307,7.195833,1
s8,1,0.012266,6.272056,0
d3,1,0.014065,6.029907,0
r2,1,0.014694,5.952807,0
v3,1,0.02259,5.199797,0
p12,1,0.022741,5.188215,0
p5,1,0.023254,5.149464,0
v2,1,0.024488,5.059734,0
s5,1,0.032318,4.581544,0
d1,1,0.034533,4.46813,0
s3,1,0.034741,4.457867,0
n4,1,0.034856,4.452212,0
a6,1,0.04115,4.16982,0
a3,1,0.073156,3.210742,0
d4,1,0.089988,2.874591,0
p1,1,0.15582,2.01433,0
b2,1,0.169801,1.8847,0
b3,1,0.169801,1.8847,0
r1,1,0.179444,1.802221,0
a2,1,0.196384,1.669065,0
u2,1,0.282191,1.15651,0
s4,1,0.287716,1.130277,0
u4,1,0.322947,0.976973,0
d2,1,0.34072,0.907719,0
p6,1,0.389064,0.741865,0
b4,1,0.43392,0.612308,0
u1,1,0.464991,0.533854,0
s1,1,0.467515,0.527844,0
a1,1,0.486779,0.483637,0
n1,1,0.634826,0.225573,0
b5,1,0.730665,0.118502,0
a8,1,0.833151,0.044379,0
n2,1,0.834313,0.043753,0
a4,1,0.917786,0.010655,0
u3,1,0.982829,0.000463,0
n3,1,0.985823,0.000316,0
