Feature,DoF,P Value,Chi Square,Is Significant
r3,1,0.000194,13.884595,1
p2,1,0.000278,13.215439,1
r4,1,0.001705,9.842529,1
v4,1,0.005593,7.677032,1
p8,1,0.007385,7.176843,1
r1,1,0.019692,5.439018,0
n6,1,0.022076,5.239778,0
v2,1,0.030581,4.676326,0
n2,1,0.036315,4.382261,0
p9,1,0.043818,4.063576,0
p6,1,0.0448,4.026144,0
p7,1,0.066642,3.363846,0
r2,1,0.101731,2.678196,0
s8,1,0.10823,2.579873,0
a6,1,0.128273,2.313287,0
n3,1,0.134513,2.239631,0
s5,1,0.166815,1.911336,0
a1,1,0.167298,1.90699,0
s1,1,0.183279,1.770833,0
n1,1,0.188794,1.727006,0
v1,1,0.190058,1.717172,0
p3,1,0.219854,1.505323,0
s4,1,0.229962,1.441095,0
a2,1,0.291025,1.114872,0
p1,1,0.308571,1.036783,0
b4,1,0.351201,0.869113,0
d3,1,0.372817,0.794255,0
n5,1,0.404416,0.695157,0
d5,1,0.418787,0.653717,0
a8,1,0.502414,0.449834,0
b5,1,0.537049,0.381037,0
p12,1,0.541463,0.372835,0
s2,1,0.634831,0.225566,0
a7,1,0.664965,0.187549,0
v3,1,0.698024,0.150535,0
a4,1,0.707252,0.141037,0
d4,1,0.713749,0.134561,0
s3,1,0.714564,0.133761,0
p4,1,0.72594,0.122872,0
d1,1,0.742426,0.108006,0
a3,1,0.768253,0.086825,0
u2,1,0.775092,0.081636,0
a5,1,0.837741,0.041936,0
p5,1,0.838795,0.041386,0
d2,1,0.841616,0.039931,0
s7,1,0.844857,0.038293,0
b2,1,0.876758,0.02405,0
b3,1,0.876758,0.02405,0
u1,1,0.885491,0.020739,0
s6,1,0.907821,0.013407,0
u3,1,0.97274,0.001168,0
n4,1,0.981638,0.00053,0
