Feature,DoF,P Value,Chi Square,Is Significant
p10,1,0.0,59.995853,1
p9,1,0.0,41.245441,1
p8,1,0.0,25.954185,1
b1,1,4e-06,21.053025,1
n5,1,1.2e-05,19.152016,1
p2,1,8.5e-05,15.443711,1
n4,1,0.0001,15.134238,1
p7,1,0.00048,12.192293,1
n6,1,0.000644,11.645039,1
p12,1,0.001652,9.901408,1
a6,1,0.004779,7.96105,1
r3,1,0.006734,7.34268,1
p6,1,0.043157,4.08925,0
v4,1,0.043591,4.072331,0
p4,1,0.050109,3.837796,0
s8,1,0.05976,3.544033,0
p3,1,0.062609,3.466887,0
a5,1,0.082697,3.011091,0
s1,1,0.087055,2.928006,0
p1,1,0.087335,2.922821,0
v1,1,0.096615,2.760559,0
s3,1,0.115804,2.473177,0
a3,1,0.121432,2.398758,0
b2,1,0.139067,2.188253,0
b3,1,0.139067,2.188253,0
u2,1,0.145865,2.114969,0
r4,1,0.170613,1.877551,0
s4,1,0.213842,1.545221,0
p5,1,0.215615,1.533318,0
d1,1,0.283913,1.148264,0
v3,1,0.333861,0.933863,0
d2,1,0.372024,0.796892,0
n2,1,0.416029,0.661507,0
b4,1,0.470205,0.521494,0
v2,1,0.478146,0.50309,0
b5,1,0.493377,0.469153,0
r2,1,0.540327,0.374933,0
r1,1,0.545942,0.364638,0
a8,1,0.57862,0.308471,0
s7,1,0.609609,0.260745,0
d3,1,0.639698,0.219137,0
d4,1,0.680341,0.169743,0
a7,1,0.681037,0.168961,0
n1,1,0.699717,0.148766,0
s2,1,0.705184,0.143136,0
s5,1,0.706249,0.142052,0
a2,1,0.710695,0.137584,0
d5,1,0.810212,0.057673,0
u3,1,0.869602,0.02695,0
a4,1,0.88901,0.019476,0
a1,1,0.925896,0.008651,0
u1,1,0.935657,0.006517,0
n3,1,0.9537,0.003371,0
u4,1,1.0,0.0,0
