Feature,DoF,P Value,Chi Square,Is Significant
a8,1,0.002713,8.991365,1
b2,1,0.028039,4.825673,0
b3,1,0.028039,4.825673,0
v3,1,0.078464,3.096442,0
a1,1,0.084682,2.972675,0
a2,1,0.126236,2.338187,0
u1,1,0.159393,1.979971,0
d3,1,0.168869,1.892951,0
s8,1,0.175513,1.835214,0
b5,1,0.226918,1.460078,0
d2,1,0.234448,1.413671,0
s7,1,0.25559,1.292489,0
p5,1,0.318095,0.996762,0
v2,1,0.325801,0.965517,0
d1,1,0.337738,0.918999,0
s3,1,0.421116,0.647198,0
a4,1,0.491942,0.472277,0
p11,1,0.539307,0.376827,0
a6,1,0.548835,0.359408,0
p4,1,0.566645,0.328328,0
d5,1,0.575853,0.312988,0
p3,1,0.616569,0.25072,0
p12,1,0.640786,0.217715,0
a7,1,0.655049,0.199593,0
d4,1,0.672573,0.178607,0
r1,1,0.68341,0.166312,0
n4,1,0.705066,0.143255,0
s2,1,0.706543,0.141754,0
p8,1,0.722576,0.126038,0
b4,1,0.741086,0.109174,0
p2,1,0.754565,0.097735,0
p7,1,0.775337,0.081454,0
p6,1,0.807086,0.059627,0
s5,1,0.9633,0.002117,0
