Feature,DoF,P Value,Chi Square,Is Significant
d2,1,0.001673,9.877768,1
s2,1,0.003291,8.638586,1
s8,1,0.00599,7.553373,1
b2,1,0.007638,7.116502,1
b3,1,0.007638,7.116502,1
p10,1,0.008439,6.937946,1
p2,1,0.008766,6.869898,1
s3,1,0.011292,6.418729,0
s7,1,0.013975,6.041289,0
a2,1,0.016589,5.739328,0
u1,1,0.019841,5.425873,0
a4,1,0.02634,4.933556,0
p12,1,0.046868,3.950112,0
n1,1,0.1062,2.609884,0
p6,1,0.123459,2.372883,0
p7,1,0.150966,2.062468,0
p5,1,0.172519,1.860916,0
s6,1,0.196617,1.667323,0
n5,1,0.212912,1.551516,0
b4,1,0.215165,1.536332,0
n2,1,0.217949,1.517826,0
s1,1,0.252227,1.310926,0
p3,1,0.255999,1.290264,0
n4,1,0.266675,1.233768,0
n3,1,0.266844,1.232901,0
r1,1,0.289714,1.120952,0
d5,1,0.298938,1.078926,0
p4,1,0.309264,1.033815,0
v1,1,0.317273,1.000155,0
a3,1,0.327846,0.957386,0
p1,1,0.332778,0.938056,0
s5,1,0.372261,0.796104,0
v2,1,0.420041,0.650201,0
a5,1,0.422458,0.643469,0
p8,1,0.457212,0.552711,0
s4,1,0.475454,0.509272,0
a1,1,0.48582,0.48577,0
v3,1,0.532235,0.390123,0
n6,1,0.564296,0.332321,0
v4,1,0.574347,0.315462,0
p9,1,0.657673,0.196362,0
a8,1,0.65785,0.196146,0
a7,1,0.751238,0.100494,0
u2,1,0.797091,0.066108,0
u3,1,0.813702,0.055532,0
a6,1,0.914334,0.011572,0
d3,1,0.960086,0.002505,0
b5,1,0.986099,0.000304,0
