Feature,DoF,P Value,Chi Square,Is Significant
r3,1,0.0,36.394685,1
p9,1,4e-06,21.141361,1
r4,1,6e-06,20.563871,1
n6,1,0.000197,13.86422,1
p8,1,0.000418,12.450376,1
v4,1,0.002608,9.063576,1
a6,1,0.003203,8.688036,1
v2,1,0.012498,6.238778,0
a1,1,0.017428,5.652746,0
p2,1,0.018333,5.564012,0
r2,1,0.019305,5.473662,0
n4,1,0.021198,5.310448,0
d2,1,0.033017,4.54489,0
n5,1,0.049237,3.867239,0
s5,1,0.055719,3.660423,0
d4,1,0.087665,2.91673,0
s7,1,0.089052,2.891428,0
s2,1,0.095455,2.779894,0
b3,1,0.106042,2.612231,0
b2,1,0.106042,2.612231,0
p5,1,0.106762,2.601505,0
a7,1,0.110008,2.554113,0
d3,1,0.115971,2.470906,0
d1,1,0.139531,2.183128,0
p12,1,0.169851,1.884261,0
p7,1,0.189833,1.718916,0
s1,1,0.192825,1.695901,0
v3,1,0.194588,1.682531,0
a5,1,0.209332,1.576039,0
d5,1,0.224965,1.472413,0
n1,1,0.228785,1.448401,0
p4,1,0.23761,1.394717,0
a8,1,0.298508,1.080848,0
u3,1,0.30328,1.059714,0
a3,1,0.383408,0.759745,0
v1,1,0.386337,0.750439,0
r1,1,0.45481,0.558636,0
b5,1,0.473338,0.514173,0
s8,1,0.478702,0.501818,0
u1,1,0.480656,0.497375,0
a4,1,0.511252,0.431504,0
p6,1,0.526105,0.40191,0
p1,1,0.605368,0.266975,0
p3,1,0.638415,0.220822,0
b4,1,0.669581,0.182093,0
n2,1,0.689301,0.159843,0
s3,1,0.697527,0.151057,0
a2,1,0.816711,0.053721,0
s4,1,0.822048,0.050585,0
u2,1,0.882024,0.022024,0
s6,1,0.946524,0.004499,0
n3,1,0.966786,0.001734,0
