Feature,DoF,P Value,Chi Square,Is Significant
b2,1,0.000412,12.478951,1
b3,1,0.000412,12.478951,1
s8,1,0.001172,10.534398,0
d1,1,0.001465,10.121685,0
d2,1,0.003413,8.572121,0
u1,1,0.00497,7.890155,0
s7,1,0.005077,7.851692,0
s2,1,0.007509,7.147022,0
a2,1,0.007745,7.091512,0
s3,1,0.008282,6.971404,0
v1,1,0.009547,6.717594,0
s6,1,0.011222,6.429882,0
p12,1,0.016406,5.758864,0
p9,1,0.028232,4.813857,0
n5,1,0.034658,4.461926,0
n6,1,0.037551,4.325242,0
a4,1,0.051869,3.779981,0
v3,1,0.058052,3.592188,0
p5,1,0.073899,3.194227,0
a3,1,0.074586,3.179103,0
a5,1,0.075486,3.159506,0
d4,1,0.078659,3.092391,0
v2,1,0.080823,3.048274,0
p4,1,0.123764,2.369035,0
r1,1,0.145295,2.120969,0
d5,1,0.153407,2.038037,0
a8,1,0.166006,1.918647,0
n4,1,0.172153,1.864098,0
n1,1,0.197425,1.661323,0
s4,1,0.204461,1.610217,0
d3,1,0.209363,1.575827,0
p11,1,0.220084,1.503827,0
p6,1,0.260392,1.266673,0
a1,1,0.272861,1.202309,0
p8,1,0.28759,1.13087,0
a6,1,0.388561,0.743441,0
v4,1,0.434697,0.610241,0
b5,1,0.495715,0.464098,0
p3,1,0.507574,0.439065,0
a7,1,0.533689,0.387363,0
b4,1,0.550453,0.356506,0
p2,1,0.654122,0.200742,0
n3,1,0.660865,0.192475,0
p7,1,0.677428,0.173035,0
u3,1,0.697138,0.151467,0
s5,1,0.728822,0.120196,0
p10,1,0.769051,0.086211,0
n2,1,0.7818,0.076715,0
u2,1,0.816257,0.053992,0
s1,1,0.889739,0.01922,0
p1,1,0.896254,0.017003,0
