Feature,DoF,P Value,Chi Square,Is Significant
p9,1,1e-06,24.564071,1
p11,1,1e-06,24.155729,1
n6,1,2.9e-05,17.471762,1
r3,1,0.000116,14.853275,1
a7,1,0.000137,14.548783,1
r2,1,0.000555,11.922055,1
r4,1,0.000693,11.507869,1
p10,1,0.000914,10.993368,1
a1,1,0.001005,10.81865,0
n1,1,0.001052,10.734489,0
d3,1,0.002283,9.307104,0
p2,1,0.002644,9.038272,0
a6,1,0.003467,8.543646,0
p3,1,0.004954,7.89604,0
v4,1,0.008723,6.878692,0
v2,1,0.010565,6.537002,0
a4,1,0.025726,4.974366,0
u3,1,0.035563,4.417937,0
d2,1,0.043515,4.075299,0
u4,1,0.061435,3.498218,0
p6,1,0.117503,2.450287,0
n2,1,0.127455,2.323234,0
d5,1,0.14989,2.073372,0
a3,1,0.168087,1.899919,0
b5,1,0.187448,1.737563,0
r1,1,0.203479,1.617227,0
p12,1,0.254724,1.29721,0
d1,1,0.269743,1.218054,0
p5,1,0.332965,0.937333,0
p7,1,0.34201,0.902882,0
u2,1,0.342484,0.901112,0
v3,1,0.344657,0.893032,0
a2,1,0.346831,0.885018,0
b3,1,0.358034,0.844778,0
b2,1,0.358034,0.844778,0
p8,1,0.366627,0.815067,0
s8,1,0.369539,0.805214,0
s6,1,0.369904,0.803987,0
s1,1,0.421848,0.645162,0
d4,1,0.42544,0.63524,0
n5,1,0.433214,0.614192,0
n4,1,0.439662,0.597165,0
s7,1,0.479072,0.500976,0
b4,1,0.492806,0.470393,0
a5,1,0.501887,0.450944,0
p4,1,0.508055,0.438071,0
s4,1,0.556032,0.346622,0
u1,1,0.594245,0.283764,0
v1,1,0.601713,0.272419,0
s3,1,0.608767,0.261974,0
s2,1,0.615215,0.252651,0
p1,1,0.746266,0.104696,0
s5,1,0.765876,0.088669,0
n3,1,0.906709,0.013734,0
a8,1,0.909404,0.012948,0
