Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,204.262813,1
p11,1,0.0,87.733549,1
p2,1,0.0,48.688865,1
n6,1,0.0,46.049933,1
r4,1,0.0,36.453568,1
r3,1,0.0,35.281531,1
v4,1,0.0,30.183326,1
p8,1,0.0,29.610335,1
s6,1,2e-06,22.746167,1
s8,1,5e-06,20.825466,1
n5,1,6e-06,20.345311,1
p7,1,7e-06,20.272894,1
p4,1,8e-06,19.998169,1
r2,1,9e-06,19.785838,1
v2,1,2.4e-05,17.81975,1
a7,1,5.9e-05,16.148688,1
v1,1,8.4e-05,15.456575,1
s2,1,8.7e-05,15.390327,1
s5,1,0.000148,14.396999,1
s7,1,0.000214,13.704124,1
r1,1,0.000485,12.172922,1
d3,1,0.000544,11.957132,1
d5,1,0.000618,11.719786,1
p12,1,0.001016,10.798878,0
a6,1,0.001527,10.045265,0
a5,1,0.001545,10.024139,0
p3,1,0.001675,9.875236,0
d1,1,0.002103,9.457811,0
v3,1,0.002663,9.024878,0
n4,1,0.003319,8.623292,0
d4,1,0.006902,7.298255,0
p5,1,0.008545,6.915513,0
p6,1,0.010314,6.579773,0
s3,1,0.014258,6.005956,0
a1,1,0.017485,5.647039,0
a3,1,0.028034,4.825946,0
n2,1,0.044389,4.041696,0
s1,1,0.04851,3.892245,0
n1,1,0.112716,2.515723,0
u2,1,0.147654,2.096321,0
u4,1,0.184467,1.761263,0
b3,1,0.196859,1.665524,0
b2,1,0.196859,1.665524,0
u1,1,0.247189,1.339119,0
n3,1,0.259187,1.273092,0
s4,1,0.3686,0.808379,0
d2,1,0.411672,0.673966,0
a2,1,0.440622,0.594661,0
p1,1,0.5246,0.404841,0
u3,1,0.675751,0.174949,0
a8,1,0.749899,0.101616,0
b5,1,0.750983,0.100707,0
a4,1,0.858343,0.031856,0
b4,1,0.97073,0.001346,0
