Feature,DoF,P Value,Chi Square,Is Significant
b1,1,0.0,320.712399,1
b5,1,0.0,319.28083,1
a2,1,0.000627,11.693113,1
p11,1,0.002093,9.465841,1
u3,1,0.018803,5.519773,0
p10,1,0.027083,4.885516,0
b3,1,0.028806,4.779165,0
b2,1,0.028806,4.779165,0
n6,1,0.054176,3.707253,0
a4,1,0.082449,3.015952,0
n1,1,0.083498,2.995458,0
p9,1,0.095677,2.77617,0
u1,1,0.110385,2.548707,0
p8,1,0.116079,2.469447,0
s5,1,0.131707,2.272272,0
v2,1,0.161282,1.962164,0
n2,1,0.194142,1.685905,0
u2,1,0.199738,1.644287,0
a8,1,0.23847,1.389617,0
p2,1,0.242087,1.368399,0
a6,1,0.265933,1.237608,0
r2,1,0.267347,1.230307,0
v1,1,0.305514,1.049968,0
r3,1,0.333195,0.936441,0
u4,1,0.338871,0.914698,0
d2,1,0.339418,0.912628,0
r1,1,0.351556,0.867833,0
p6,1,0.366215,0.816467,0
r4,1,0.373127,0.793224,0
v3,1,0.428554,0.62674,0
p3,1,0.474521,0.511429,0
p5,1,0.495752,0.464019,0
a7,1,0.507268,0.439698,0
s2,1,0.549609,0.358019,0
s8,1,0.638681,0.220471,0
d3,1,0.65343,0.201603,0
b4,1,0.65707,0.197102,0
a1,1,0.657788,0.196221,0
s6,1,0.664698,0.187867,0
p12,1,0.708651,0.139628,0
n3,1,0.751237,0.100495,0
v4,1,0.767073,0.087738,0
n4,1,0.788998,0.071616,0
a3,1,0.822697,0.050211,0
p1,1,0.826101,0.04827,0
n5,1,0.842385,0.039539,0
s1,1,0.876805,0.024032,0
a5,1,0.884175,0.021222,0
s7,1,0.903248,0.014777,0
p4,1,0.90364,0.014657,0
d5,1,0.906189,0.013888,0
s4,1,0.934155,0.006826,0
d4,1,0.951067,0.003766,0
s3,1,0.974302,0.001038,0
d1,1,0.991798,0.000106,0
p7,1,1.0,0.0,0
