Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,142.042034,1
p11,1,0.0,56.922423,1
p2,1,0.0,38.129645,1
n5,1,0.0,29.418259,1
p8,1,0.0,25.976305,1
p7,1,1e-06,23.87875,1
r4,1,1e-06,23.197543,1
s8,1,2e-06,22.497701,1
n6,1,2e-06,22.415759,1
a3,1,3e-06,21.530894,1
p4,1,4e-06,21.344858,1
r3,1,1.6e-05,18.556228,1
s7,1,2.5e-05,17.772067,1
s2,1,8.5e-05,15.452172,1
a5,1,9.1e-05,15.314032,1
v4,1,0.00016,14.252305,1
p3,1,0.00018,14.033132,1
s3,1,0.000357,12.746694,1
r1,1,0.000424,12.422074,1
v1,1,0.000764,11.326845,1
s5,1,0.000835,11.161131,1
s6,1,0.001159,10.554968,1
p6,1,0.003812,8.371033,1
r2,1,0.004246,8.175588,1
n4,1,0.005552,7.690374,1
a6,1,0.007381,7.177745,1
a7,1,0.007978,7.038339,1
d1,1,0.008065,7.018931,1
v2,1,0.010076,6.621477,0
b5,1,0.010696,6.515062,0
p5,1,0.010789,6.499739,0
u2,1,0.018435,5.554286,0
p12,1,0.02326,5.14897,0
d4,1,0.028818,4.778427,0
d5,1,0.030644,4.672775,0
v3,1,0.041709,4.146963,0
d3,1,0.042377,4.120085,0
u1,1,0.083128,3.002663,0
d2,1,0.118682,2.434622,0
s1,1,0.127906,2.317742,0
a4,1,0.137089,2.21033,0
n2,1,0.137249,2.208533,0
a2,1,0.149795,2.074339,0
n3,1,0.205473,1.603036,0
u4,1,0.30618,1.047081,0
b2,1,0.459828,0.546312,0
b3,1,0.459828,0.546312,0
u3,1,0.469221,0.52381,0
p1,1,0.507658,0.438891,0
n1,1,0.688209,0.161031,0
a1,1,0.715213,0.133126,0
b4,1,0.72847,0.120522,0
a8,1,0.882119,0.021988,0
s4,1,0.933305,0.007004,0
