Feature,DoF,P Value,Chi Square,Is Significant
b2,1,6e-05,16.113238,1
b3,1,6e-05,16.113238,1
s8,1,0.000959,10.904318,1
a2,1,0.000974,10.876393,1
a1,1,0.001453,10.136791,1
p5,1,0.002639,9.041669,1
v3,1,0.002978,8.820855,1
p12,1,0.005975,7.557679,1
d2,1,0.007237,7.213079,1
s3,1,0.009744,6.681158,1
d1,1,0.015414,5.868518,0
s7,1,0.015569,5.850874,0
a4,1,0.017331,5.66259,0
s2,1,0.022343,5.218871,0
v1,1,0.027491,4.859679,0
u1,1,0.045257,4.009021,0
s6,1,0.066096,3.377399,0
p3,1,0.069607,3.292273,0
p4,1,0.091181,2.8534,0
a8,1,0.113494,2.504886,0
a5,1,0.141899,2.15724,0
v2,1,0.151926,2.052803,0
b1,1,0.202046,1.627521,0
d3,1,0.231548,1.431325,0
p6,1,0.23195,1.428861,0
p8,1,0.31988,0.989438,0
s1,1,0.332846,0.937792,0
s4,1,0.340419,0.908851,0
a6,1,0.500697,0.453459,0
n4,1,0.565996,0.329428,0
r1,1,0.682848,0.166937,0
b4,1,0.742497,0.107944,0
a7,1,0.759469,0.093745,0
d5,1,0.777141,0.080115,0
p7,1,0.845835,0.037805,0
b5,1,0.849039,0.036231,0
p1,1,0.861792,0.030309,0
p2,1,0.931622,0.007362,0
s5,1,0.990245,0.000149,0
