Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.136641,2.215385,0
p3,1,0.179712,1.8,0
s3,1,0.179712,1.8,0
s2,1,0.179712,1.8,0
v3,1,0.279401,1.17,0
b2,1,0.288844,1.125,0
p4,1,0.288844,1.125,0
b3,1,0.288844,1.125,0
p11,1,0.288844,1.125,0
p2,1,0.317311,1.0,0
p7,1,0.329642,0.950303,0
s7,1,0.422678,0.642857,0
a3,1,0.422678,0.642857,0
n2,1,0.465209,0.533333,0
n3,1,0.465209,0.533333,0
p8,1,0.494125,0.467532,0
a6,1,0.494125,0.467532,0
a2,1,0.502335,0.45,0
n6,1,0.595883,0.28125,0
p9,1,0.595883,0.28125,0
v4,1,0.595883,0.28125,0
n5,1,0.595883,0.28125,0
a4,1,0.709815,0.138462,0
b5,1,0.73244,0.116883,0
p6,1,0.737316,0.1125,0
b4,1,0.737316,0.1125,0
u1,1,0.737316,0.1125,0
v2,1,0.889243,0.019394,0
v1,1,0.889243,0.019394,0
a7,1,1.0,0.0,0
p1,1,1.0,0.0,0
s6,1,1.0,0.0,0
d3,1,1.0,0.0,0
a5,1,1.0,0.0,0
u3,1,1.0,0.0,0
u2,1,1.0,0.0,0
n1,1,1.0,0.0,0
