Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,92.254091,1
p2,1,1e-06,25.001422,1
n5,1,3e-06,21.887473,1
p7,1,5e-06,20.884772,1
s8,1,1.1e-05,19.329453,1
n4,1,1.1e-05,19.311502,1
n6,1,4.6e-05,16.596328,1
r4,1,0.000117,14.84681,1
s6,1,0.000386,12.599486,1
p4,1,0.00067,11.57143,1
u3,1,0.00067,11.571429,1
v4,1,0.000702,11.484205,1
p3,1,0.001061,10.717423,1
s7,1,0.001062,10.715953,1
r3,1,0.001727,9.819229,1
s5,1,0.002857,8.896609,1
p6,1,0.003143,8.722375,1
s2,1,0.00731,7.195229,1
u2,1,0.008408,6.944444,1
p8,1,0.014129,6.021896,0
a3,1,0.018203,5.576548,0
d5,1,0.019514,5.454841,0
r1,1,0.025894,4.963113,0
s1,1,0.031372,4.632485,0
d4,1,0.036343,4.380941,0
v1,1,0.04242,4.118374,0
a5,1,0.048737,3.884385,0
n3,1,0.053006,3.743732,0
p5,1,0.126498,2.334968,0
n2,1,0.128024,2.316301,0
d1,1,0.15727,2.000277,0
v2,1,0.167529,1.904915,0
a4,1,0.183871,1.766054,0
s3,1,0.19898,1.649845,0
v3,1,0.206709,1.594329,0
r2,1,0.227343,1.45741,0
b4,1,0.346203,0.887326,0
d2,1,0.378915,0.77422,0
a8,1,0.436144,0.606406,0
b5,1,0.526152,0.401817,0
b3,1,0.582693,0.301901,0
b2,1,0.582693,0.301901,0
n1,1,0.665101,0.187386,0
s4,1,0.722923,0.12571,0
d3,1,0.742315,0.108103,0
a6,1,0.793928,0.068232,0
p1,1,0.807616,0.059294,0
u1,1,0.865638,0.028629,0
a1,1,0.878291,0.023451,0
a2,1,0.957204,0.00288,0
a7,1,0.993354,6.9e-05,0
