Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.019016,5.5,0
s7,1,0.020137,5.4,0
p9,1,0.027604,4.852625,0
p6,1,0.035957,4.399162,0
s2,1,0.043524,4.07493,0
s6,1,0.085507,2.956989,0
v2,1,0.101263,2.685536,0
u1,1,0.184625,1.76,0
n5,1,0.200954,1.635429,0
s3,1,0.200954,1.635429,0
a6,1,0.249187,1.327857,0
n6,1,0.267355,1.230266,0
p8,1,0.309375,1.033342,0
p4,1,0.357525,0.846568,0
a4,1,0.357525,0.846568,0
v1,1,0.357525,0.846568,0
u3,1,0.420246,0.649627,0
a5,1,0.473146,0.51462,0
n1,1,0.490279,0.475913,0
p1,1,0.494053,0.467687,0
p2,1,0.608815,0.261905,0
p7,1,0.63795,0.221433,0
n3,1,0.642271,0.215784,0
b4,1,0.669764,0.181878,0
u2,1,0.67415,0.176786,0
n2,1,0.737989,0.111902,0
a7,1,0.739912,0.110204,0
p3,1,0.739912,0.110204,0
d3,1,0.787919,0.072368,0
a2,1,0.840909,0.040293,0
v3,1,0.889198,0.01941,0
v4,1,0.900149,0.015743,0
b5,1,0.931112,0.007473,0
a3,1,0.940711,0.005532,0
b3,1,0.97598,0.000907,0
b2,1,0.97598,0.000907,0
