Feature,DoF,P Value,Chi Square,Is Significant
b1,1,0.093584,2.811613,0
p6,1,0.113215,2.508756,0
b4,1,0.162654,1.949374,0
s8,1,0.206868,1.593209,0
d2,1,0.246407,1.34356,0
p1,1,0.24969,1.325039,0
a8,1,0.325471,0.966832,0
v1,1,0.403606,0.697558,0
a6,1,0.438223,0.60093,0
p8,1,0.443449,0.587341,0
p9,1,0.457352,0.552368,0
d3,1,0.460876,0.543766,0
d1,1,0.466999,0.529067,0
p7,1,0.496375,0.462677,0
p2,1,0.551797,0.354108,0
b2,1,0.595662,0.281588,0
b3,1,0.595662,0.281588,0
u1,1,0.641167,0.217219,0
s5,1,0.722925,0.125707,0
b5,1,0.72822,0.120753,0
d4,1,0.750353,0.101235,0
v2,1,0.768378,0.086729,0
a4,1,0.776534,0.080564,0
a3,1,0.839207,0.041172,0
a2,1,0.855111,0.033343,0
a7,1,0.855831,0.033009,0
p3,1,0.995628,3e-05,0
