Feature,DoF,P Value,Chi Square,Is Significant
n6,1,0.075172,3.166315,0
p9,1,0.114783,2.487098,0
a7,1,0.161573,1.959442,0
p3,1,0.187102,1.740293,0
n1,1,0.222142,1.490477,0
r2,1,0.249964,1.323505,0
p7,1,0.282321,1.155884,0
d3,1,0.297648,1.084704,0
p6,1,0.325285,0.967578,0
r3,1,0.383392,0.759797,0
a4,1,0.411843,0.673474,0
a1,1,0.41191,0.673281,0
b5,1,0.435223,0.608845,0
p2,1,0.441139,0.593317,0
r4,1,0.444266,0.585238,0
d5,1,0.469249,0.523744,0
v4,1,0.481416,0.495654,0
s6,1,0.489075,0.478561,0
a6,1,0.494855,0.465954,0
p8,1,0.514511,0.424883,0
a5,1,0.514904,0.424089,0
v2,1,0.522176,0.409594,0
p12,1,0.541755,0.372297,0
b2,1,0.548572,0.359882,0
b3,1,0.548572,0.359882,0
p5,1,0.551608,0.354445,0
a3,1,0.563787,0.333189,0
n4,1,0.566078,0.329289,0
p4,1,0.589956,0.290414,0
u3,1,0.615961,0.251585,0
n5,1,0.618709,0.247686,0
p10,1,0.629783,0.232356,0
s8,1,0.682121,0.167748,0
u2,1,0.697433,0.151156,0
d2,1,0.701535,0.14688,0
v3,1,0.716312,0.132054,0
a2,1,0.723813,0.124868,0
b4,1,0.724338,0.124374,0
d1,1,0.73232,0.116992,0
s4,1,0.762627,0.091224,0
s5,1,0.774353,0.082189,0
s3,1,0.788778,0.071769,0
s1,1,0.79513,0.06742,0
u1,1,0.797439,0.065876,0
d4,1,0.823202,0.04992,0
r1,1,0.831816,0.045103,0
p1,1,0.866198,0.028389,0
n3,1,0.879957,0.022808,0
n2,1,0.896989,0.016761,0
v1,1,0.911057,0.012478,0
s7,1,0.926389,0.008536,0
s2,1,0.959321,0.002602,0
a8,1,0.980936,0.000571,0
