Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.000166,14.178149,1
s2,1,0.359851,0.838412,0
d3,1,0.362428,0.829464,0
r2,1,0.373145,0.793163,0
d1,1,0.379549,0.772162,0
s6,1,0.379872,0.771117,0
s4,1,0.381457,0.766,0
v4,1,0.403005,0.699341,0
d5,1,0.47781,0.503857,0
a5,1,0.480704,0.497265,0
s8,1,0.491382,0.473498,0
d4,1,0.50797,0.438247,0
a2,1,0.52824,0.397777,0
a7,1,0.531341,0.391827,0
r4,1,0.552139,0.353499,0
p6,1,0.563765,0.333228,0
p3,1,0.588631,0.292488,0
s5,1,0.602351,0.271465,0
b5,1,0.615062,0.252869,0
v1,1,0.630086,0.231945,0
p5,1,0.635832,0.224234,0
v3,1,0.644784,0.21254,0
p7,1,0.652501,0.202761,0
v2,1,0.65845,0.195412,0
s7,1,0.674015,0.176941,0
p8,1,0.705805,0.142504,0
b4,1,0.709168,0.13911,0
p4,1,0.711121,0.137159,0
n5,1,0.718577,0.129861,0
a1,1,0.727384,0.121527,0
r1,1,0.731735,0.117525,0
u1,1,0.760118,0.093224,0
n1,1,0.775146,0.081596,0
b3,1,0.791495,0.069891,0
b2,1,0.791495,0.069891,0
p2,1,0.797752,0.065668,0
a8,1,0.813087,0.055906,0
r3,1,0.814143,0.055265,0
s1,1,0.818119,0.052884,0
a4,1,0.83002,0.046086,0
a6,1,0.852124,0.034749,0
s3,1,0.862455,0.030015,0
n3,1,0.866287,0.028351,0
d2,1,0.870739,0.026478,0
u2,1,0.879051,0.023156,0
n6,1,0.945319,0.004704,0
n2,1,0.957808,0.002799,0
p1,1,0.958772,0.002672,0
p12,1,0.966137,0.001802,0
u3,1,0.968952,0.001515,0
n4,1,0.976271,0.000885,0
a3,1,0.991496,0.000114,0
