Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,69.299429,1
p8,1,0.0,38.990847,1
p2,1,0.0,26.584986,1
r3,1,1e-06,23.844122,1
p7,1,1e-06,23.349944,1
r4,1,2e-06,22.644297,1
n5,1,3.1e-05,17.358089,1
n6,1,5.3e-05,16.324679,1
p4,1,6.2e-05,16.035965,1
v4,1,0.000461,12.265139,1
n4,1,0.000537,11.982591,1
a5,1,0.000543,11.962838,1
p3,1,0.000911,10.99941,1
s8,1,0.001166,10.543236,1
p6,1,0.002749,8.96695,1
r1,1,0.003952,8.305661,1
v2,1,0.004159,8.213093,1
v1,1,0.008041,7.02428,1
a3,1,0.011413,6.399776,0
a6,1,0.011525,6.382552,0
p5,1,0.015307,5.880746,0
s3,1,0.021519,5.284259,0
d1,1,0.026249,4.93952,0
r2,1,0.02888,4.77477,0
d4,1,0.050461,3.82608,0
u2,1,0.061979,3.483629,0
s2,1,0.081941,3.025972,0
b5,1,0.094482,2.7963,0
s1,1,0.095299,2.782509,0
s7,1,0.096503,2.762408,0
n2,1,0.10247,2.666667,0
s6,1,0.118714,2.434212,0
p12,1,0.120157,2.415268,0
v3,1,0.144738,2.126847,0
d3,1,0.169804,1.88467,0
n3,1,0.204283,1.611486,0
a7,1,0.214391,1.541522,0
u1,1,0.237686,1.394268,0
d5,1,0.250305,1.321601,0
s4,1,0.287554,1.13104,0
a4,1,0.319809,0.989729,0
a2,1,0.350902,0.870191,0
a1,1,0.359361,0.840126,0
b2,1,0.421105,0.64723,0
b3,1,0.421105,0.64723,0
s5,1,0.43024,0.622175,0
a8,1,0.526414,0.401309,0
n1,1,0.559767,0.340107,0
u3,1,0.684128,0.165516,0
p1,1,0.692538,0.156351,0
d2,1,0.881717,0.022139,0
b4,1,0.908831,0.013113,0
