Feature,DoF,P Value,Chi Square,Is Significant
r3,1,0.098146,2.735419,0
p8,1,0.123794,2.368645,0
n5,1,0.163525,1.941326,0
n4,1,0.22021,1.503004,0
r4,1,0.222482,1.488287,0
p5,1,0.261747,1.259496,0
a6,1,0.321736,0.981877,0
p3,1,0.378694,0.774937,0
a5,1,0.384325,0.756823,0
b3,1,0.391935,0.73293,0
b2,1,0.391935,0.73293,0
d4,1,0.414024,0.667217,0
p9,1,0.417756,0.656619,0
p4,1,0.420959,0.647635,0
p7,1,0.428582,0.626663,0
d1,1,0.441502,0.592376,0
a2,1,0.443525,0.587146,0
s5,1,0.454496,0.559416,0
n6,1,0.469303,0.523616,0
p12,1,0.489605,0.477394,0
u1,1,0.527456,0.399291,0
v2,1,0.575214,0.314036,0
a4,1,0.57901,0.307837,0
n1,1,0.634858,0.225531,0
v4,1,0.645079,0.212161,0
v3,1,0.651872,0.203548,0
a3,1,0.672829,0.178311,0
r2,1,0.681226,0.168749,0
s3,1,0.694968,0.15376,0
a8,1,0.700507,0.147945,0
u2,1,0.705014,0.143308,0
p2,1,0.716814,0.131565,0
s7,1,0.754319,0.097938,0
v1,1,0.755238,0.097182,0
d5,1,0.765667,0.088832,0
s8,1,0.777279,0.080014,0
r1,1,0.800943,0.063568,0
p6,1,0.803005,0.062231,0
s4,1,0.831342,0.045361,0
s2,1,0.835852,0.042933,0
d3,1,0.852106,0.034757,0
u3,1,0.87591,0.024385,0
s6,1,0.879394,0.023024,0
a7,1,0.88748,0.02002,0
n2,1,0.890069,0.019104,0
b5,1,0.890383,0.018994,0
b4,1,0.898384,0.016308,0
s1,1,0.933906,0.006878,0
p1,1,0.936394,0.006369,0
d2,1,0.954982,0.003187,0
n3,1,0.961037,0.002387,0
a1,1,0.975052,0.000978,0
