Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,83.74161,1
p3,1,1e-06,23.936901,1
p7,1,1e-06,23.721203,1
s8,1,1e-06,23.386029,1
n5,1,2e-06,22.627566,1
p11,1,5e-06,20.940239,1
p4,1,5e-06,20.747239,1
p8,1,1.4e-05,18.888277,1
s7,1,7.6e-05,15.650549,1
s2,1,8.3e-05,15.4953,1
p2,1,0.000111,14.934768,1
s6,1,0.000181,14.019698,1
p6,1,0.000408,12.493131,1
a5,1,0.00051,12.077478,1
n4,1,0.000698,11.495784,1
v1,1,0.000892,11.03941,1
s5,1,0.001118,10.620383,1
a3,1,0.002492,9.146398,1
p5,1,0.003974,8.29546,1
r4,1,0.00484,7.938209,1
n6,1,0.005095,7.845572,1
v4,1,0.005898,7.581135,1
s3,1,0.011266,6.422937,0
r1,1,0.022623,5.197237,0
r3,1,0.028529,4.795816,0
p12,1,0.02908,4.762842,0
u3,1,0.02948,4.739371,0
u2,1,0.034761,4.456867,0
d5,1,0.03974,4.228962,0
v3,1,0.047334,3.933461,0
v2,1,0.047825,3.916114,0
d1,1,0.047859,3.914927,0
d4,1,0.066368,3.37064,0
n1,1,0.13091,2.281682,0
a4,1,0.143096,2.144344,0
b5,1,0.19321,1.692967,0
s1,1,0.198322,1.654687,0
a2,1,0.209048,1.578009,0
r2,1,0.218779,1.51236,0
n3,1,0.269136,1.221145,0
d3,1,0.415402,0.663287,0
d2,1,0.428025,0.628177,0
p1,1,0.449124,0.572861,0
a7,1,0.464904,0.534062,0
u1,1,0.49255,0.47095,0
n2,1,0.513176,0.427586,0
a6,1,0.588745,0.292309,0
b4,1,0.639126,0.219887,0
s4,1,0.72175,0.126822,0
b3,1,0.795727,0.06702,0
b2,1,0.795727,0.06702,0
a1,1,0.828522,0.046915,0
a8,1,0.884921,0.020948,0
