Feature,DoF,P Value,Chi Square,Is Significant
v4,1,0.002957,8.834112,1
u1,1,0.025075,5.018684,0
n1,1,0.167075,1.908995,0
n6,1,0.219188,1.509677,0
a4,1,0.364048,0.823882,0
s3,1,0.462157,0.540665,0
s2,1,0.527732,0.398758,0
s7,1,0.591108,0.288618,0
a2,1,0.62066,0.244941,0
n2,1,0.661075,0.19222,0
a7,1,0.694847,0.153888,0
v1,1,0.69699,0.151622,0
s8,1,0.705399,0.142916,0
n5,1,0.716389,0.131979,0
v3,1,0.78387,0.075229,0
b4,1,0.789414,0.071327,0
a5,1,0.808085,0.058999,0
n3,1,0.822294,0.050443,0
v2,1,0.822509,0.050319,0
d3,1,0.823672,0.049651,0
b3,1,0.834378,0.043719,0
b2,1,0.834378,0.043719,0
a6,1,0.884242,0.021198,0
s6,1,0.911394,0.012383,0
a3,1,0.949398,0.004027,0
