Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,63.985399,1
p11,1,0.0,27.720634,1
p2,1,1.1e-05,19.395358,1
n5,1,0.000201,13.824367,1
p8,1,0.000279,13.20391,1
p7,1,0.00028,13.200189,1
s8,1,0.000784,11.279541,1
r4,1,0.000904,11.015302,1
a3,1,0.001139,10.586211,1
p4,1,0.001296,10.347674,1
n6,1,0.001826,9.71632,1
s7,1,0.002749,8.967307,1
r3,1,0.00369,8.430471,1
a5,1,0.005993,7.552514,1
s2,1,0.007487,7.152181,1
v4,1,0.007966,7.041044,1
s5,1,0.008782,6.866706,1
p3,1,0.009407,6.743889,1
v1,1,0.010967,6.470715,0
r1,1,0.013182,6.14449,0
s3,1,0.017046,5.691645,0
s6,1,0.023291,5.146645,0
p6,1,0.038892,4.265597,0
r2,1,0.048635,3.887903,0
b5,1,0.048723,3.884859,0
v2,1,0.056049,3.650599,0
a6,1,0.05989,3.540414,0
p5,1,0.060688,3.518485,0
a7,1,0.063436,3.445206,0
n4,1,0.068988,3.306938,0
d1,1,0.096067,2.769657,0
p12,1,0.100514,2.697376,0
v3,1,0.111501,2.532812,0
d3,1,0.132592,2.261891,0
u2,1,0.147899,2.093786,0
d4,1,0.160712,1.967515,0
d5,1,0.165711,1.921326,0
s1,1,0.249102,1.328335,0
u1,1,0.283998,1.147858,0
d2,1,0.34016,0.909827,0
n3,1,0.350471,0.87175,0
n2,1,0.35163,0.867565,0
a4,1,0.361366,0.833139,0
a2,1,0.408055,0.684459,0
p1,1,0.642809,0.215087,0
u3,1,0.659658,0.193939,0
a1,1,0.678288,0.17206,0
b3,1,0.776708,0.080436,0
b2,1,0.776708,0.080436,0
b4,1,0.828082,0.047159,0
n1,1,0.852977,0.034344,0
s4,1,0.857222,0.032368,0
a8,1,0.88177,0.02212,0
