Feature,DoF,P Value,Chi Square,Is Significant
p9,1,3.8e-05,16.973114,1
s8,1,0.055855,3.65637,0
r4,1,0.06883,3.310701,0
n6,1,0.106167,2.610369,0
s6,1,0.111178,2.537391,0
r2,1,0.138965,2.189381,0
s5,1,0.145817,2.115477,0
d5,1,0.148953,2.082939,0
v4,1,0.177271,1.820354,0
p2,1,0.18785,1.734397,0
d4,1,0.192437,1.698864,0
a1,1,0.209031,1.578123,0
r3,1,0.242116,1.36823,0
p6,1,0.243449,1.360513,0
n4,1,0.257603,1.281595,0
s4,1,0.257809,1.280482,0
s2,1,0.272738,1.202923,0
d1,1,0.277646,1.178574,0
n2,1,0.312673,1.019353,0
v2,1,0.336032,0.925511,0
u3,1,0.339956,0.910597,0
p7,1,0.349912,0.873775,0
r1,1,0.352604,0.864065,0
n5,1,0.355809,0.852632,0
n1,1,0.369639,0.804878,0
a7,1,0.39158,0.73403,0
s7,1,0.436334,0.605904,0
d3,1,0.47443,0.511639,0
b5,1,0.480405,0.497944,0
v3,1,0.489205,0.478275,0
p1,1,0.494732,0.466219,0
n3,1,0.538638,0.37807,0
s1,1,0.617885,0.248851,0
p5,1,0.678063,0.172315,0
b4,1,0.683179,0.166569,0
u1,1,0.74333,0.107221,0
v1,1,0.769915,0.085548,0
a4,1,0.80235,0.062653,0
b2,1,0.827003,0.047763,0
b3,1,0.827003,0.047763,0
u2,1,0.830407,0.045873,0
a8,1,0.84791,0.036782,0
p4,1,0.850605,0.035474,0
p3,1,0.865094,0.028864,0
p8,1,0.90519,0.014187,0
s3,1,0.91878,0.010398,0
a3,1,0.924545,0.00897,0
a6,1,0.962178,0.002249,0
d2,1,0.970628,0.001356,0
a5,1,0.979691,0.000648,0
a2,1,0.98479,0.000363,0
