Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,61.601556,1
s2,1,7.5e-05,15.682306,1
s8,1,0.000127,14.683911,1
s6,1,0.000151,14.358805,1
s5,1,0.000192,13.911128,1
s7,1,0.002046,9.507626,1
p6,1,0.005198,7.809201,1
p7,1,0.023637,5.121076,0
p3,1,0.02384,5.106224,0
d5,1,0.035302,4.430525,0
v4,1,0.042023,4.134279,0
p4,1,0.061124,3.506615,0
s4,1,0.061361,3.500219,0
v1,1,0.065066,3.403301,0
u3,1,0.065458,3.393402,0
p2,1,0.103223,2.655027,0
n5,1,0.107969,2.583704,0
d1,1,0.108213,2.580126,0
d4,1,0.109424,2.562515,0
n6,1,0.149489,2.077461,0
r2,1,0.162474,1.951046,0
v3,1,0.165493,1.923307,0
r1,1,0.185235,1.755119,0
p5,1,0.193301,1.692275,0
d3,1,0.194367,1.6842,0
a5,1,0.206277,1.597365,0
s3,1,0.267318,1.23046,0
n4,1,0.273318,1.20002,0
v2,1,0.275849,1.187427,0
n2,1,0.29391,1.101625,0
p12,1,0.299552,1.076188,0
a7,1,0.315073,1.009289,0
a2,1,0.318412,0.99546,0
r4,1,0.34544,0.890138,0
a3,1,0.351574,0.867769,0
p8,1,0.390023,0.738869,0
n3,1,0.396913,0.717658,0
a4,1,0.448793,0.573697,0
b5,1,0.455534,0.556845,0
a8,1,0.474172,0.512237,0
a6,1,0.532317,0.389967,0
u2,1,0.624162,0.240061,0
b4,1,0.671421,0.179944,0
d2,1,0.71514,0.133197,0
p1,1,0.748681,0.102643,0
b2,1,0.757048,0.095704,0
b3,1,0.757048,0.095704,0
n1,1,0.758841,0.094251,0
u1,1,0.791534,0.069864,0
s1,1,0.853982,0.033871,0
a1,1,0.891592,0.018575,0
r3,1,0.905841,0.013992,0
