Feature,DoF,P Value,Chi Square,Is Significant
s7,1,0.024537,5.05626,0
u1,1,0.049476,3.859136,0
p9,1,0.062692,3.464708,0
s2,1,0.084284,2.980288,0
s3,1,0.105231,2.624427,0
n5,1,0.156337,2.009302,0
p1,1,0.187619,1.736219,0
s6,1,0.203778,1.615091,0
p7,1,0.217496,1.520816,0
v2,1,0.222556,1.487814,0
s8,1,0.240748,1.376209,0
p2,1,0.272209,1.205581,0
a5,1,0.344113,0.895049,0
a4,1,0.379652,0.771827,0
b4,1,0.379652,0.771827,0
p6,1,0.403891,0.696711,0
n6,1,0.446329,0.579957,0
v4,1,0.458598,0.549313,0
p4,1,0.501768,0.451195,0
p8,1,0.531745,0.391056,0
v1,1,0.567706,0.326536,0
a6,1,0.567706,0.326536,0
u3,1,0.636302,0.223611,0
a7,1,0.63657,0.223256,0
b5,1,0.65561,0.198901,0
n1,1,0.671373,0.18,0
b3,1,0.678088,0.172286,0
b2,1,0.678088,0.172286,0
a3,1,0.708116,0.140166,0
n3,1,0.813945,0.055385,0
n2,1,0.813945,0.055385,0
v3,1,0.826743,0.047908,0
a2,1,0.832647,0.044651,0
d3,1,0.858261,0.031894,0
p3,1,0.98394,0.000405,0
u2,1,1.0,0.0,0
