Feature,DoF,P Value,Chi Square,Is Significant
b2,1,0.009758,6.678564,1
b3,1,0.009758,6.678564,1
v3,1,0.011488,6.388271,0
a2,1,0.015506,5.858095,0
u1,1,0.017659,5.629629,0
s7,1,0.031118,4.646431,0
d2,1,0.031264,4.638385,0
d1,1,0.041565,4.152824,0
p5,1,0.045722,3.991825,0
s8,1,0.055472,3.667836,0
a8,1,0.071752,3.242481,0
a1,1,0.077373,3.119232,0
a4,1,0.11492,2.485222,0
p12,1,0.134262,2.242525,0
v2,1,0.139465,2.183857,0
s3,1,0.1455,2.11881,0
p4,1,0.180929,1.789974,0
d5,1,0.2351,1.409739,0
a7,1,0.267224,1.23094,0
p2,1,0.278625,1.173783,0
n4,1,0.327912,0.957127,0
a6,1,0.375209,0.78634,0
s2,1,0.381397,0.766193,0
p3,1,0.381397,0.766193,0
r1,1,0.446104,0.580532,0
p7,1,0.476485,0.506897,0
p8,1,0.559013,0.341416,0
b4,1,0.579449,0.307126,0
s5,1,0.841547,0.039966,0
p6,1,0.905544,0.01408,0
b5,1,0.92913,0.00791,0
