Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,106.091089,1
p3,1,0.0,40.361115,1
n5,1,0.0,37.951303,1
p7,1,0.0,34.548092,1
p4,1,0.0,29.935687,1
p8,1,0.0,28.538668,1
s8,1,0.0,25.490565,1
n4,1,1e-06,24.191651,1
a5,1,2e-05,18.188501,1
p2,1,5.6e-05,16.236038,1
s6,1,9.1e-05,15.314837,1
p6,1,0.000129,14.656282,1
s2,1,0.00014,14.502783,1
p5,1,0.000302,13.058963,1
s7,1,0.000387,12.592105,1
r4,1,0.00075,11.362168,1
v1,1,0.000865,11.096605,1
n6,1,0.001379,10.234284,0
v4,1,0.001534,10.036825,0
r3,1,0.002148,9.418915,0
a3,1,0.002156,9.412005,0
u2,1,0.003103,8.745725,0
u3,1,0.004233,8.180899,0
s5,1,0.007309,7.195366,0
s3,1,0.010649,6.522931,0
d4,1,0.012436,6.247645,0
d5,1,0.014065,6.029999,0
p12,1,0.014258,6.005856,0
d1,1,0.020119,5.40157,0
n1,1,0.023632,5.121469,0
v3,1,0.031368,4.632714,0
r1,1,0.044052,4.054578,0
a4,1,0.049058,3.873369,0
a2,1,0.050251,3.833076,0
v2,1,0.051889,3.779348,0
s1,1,0.182355,1.778323,0
n3,1,0.26225,1.25684,0
r2,1,0.369006,0.807011,0
b5,1,0.385228,0.75395,0
b2,1,0.401398,0.704136,0
b3,1,0.401398,0.704136,0
u1,1,0.466026,0.531383,0
a1,1,0.4884,0.480048,0
a6,1,0.491582,0.473061,0
n2,1,0.522677,0.408608,0
p1,1,0.621611,0.24361,0
a8,1,0.628604,0.233959,0
b4,1,0.640834,0.217654,0
d3,1,0.662031,0.191066,0
d2,1,0.78034,0.077772,0
s4,1,0.786704,0.073221,0
a7,1,0.822804,0.050149,0
