Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000241,13.482781,[55  1] ; [1 1],[54.06896552  1.93103448] ; [1.93103448 0.06896552],1
r2,1,0.003264,8.653457,[55  2] ; [1 1],[54.10169492  2.89830508] ; [1.89830508 0.10169492],0
n4,1,0.013375,6.11878,[54  3] ; [1 1],[53.13559322  3.86440678] ; [1.86440678 0.13559322],0
n5,1,0.013375,6.11878,[54  3] ; [1 1],[53.13559322  3.86440678] ; [1.86440678 0.13559322],0
p8,1,0.12565,2.345438,[50  7] ; [1 1],[49.27118644  7.72881356] ; [1.72881356 0.27118644],0
r1,1,0.164396,1.933314,[49  8] ; [1 1],[48.30508475  8.69491525] ; [1.69491525 0.30508475],0
s7,1,0.170465,1.878847,[48  8] ; [1 1],[47.31034483  8.68965517] ; [1.68965517 0.31034483],0
a3,1,0.246701,1.341889,[47 10] ; [1 1],[46.37288136 10.62711864] ; [1.62711864 0.37288136],0
p7,1,0.262696,1.254492,[45 10] ; [1 1],[44.38596491 10.61403509] ; [1.61403509 0.38596491],0
d3,1,0.427554,0.629457,[42 14] ; [1 1],[41.51724138 14.48275862] ; [1.48275862 0.51724138],0
s8,1,0.427554,0.629457,[42 14] ; [1 1],[41.51724138 14.48275862] ; [1.48275862 0.51724138],0
a5,1,0.458978,0.548386,[42 15] ; [1 1],[41.54237288 15.45762712] ; [1.45762712 0.54237288],0
a7,1,0.458978,0.548386,[42 15] ; [1 1],[41.54237288 15.45762712] ; [1.45762712 0.54237288],0
p6,1,0.470441,0.52094,[41 15] ; [1 1],[40.55172414 15.44827586] ; [1.44827586 0.55172414],0
d1,1,0.500899,0.453032,[41 16] ; [1 1],[40.57627119 16.42372881] ; [1.42372881 0.57627119],0
p12,1,0.624546,0.23953,[19 38] ; [1 1],[19.3220339 37.6779661] ; [0.6779661 1.3220339],0
v3,1,0.760853,0.092635,[34 22] ; [1 1],[33.79310345 22.20689655] ; [1.20689655 0.79310345],0
a6,1,0.841142,0.040173,[32 24] ; [1 1],[31.86206897 24.13793103] ; [1.13793103 0.86206897],0
b4,1,0.8635,0.029557,[32 25] ; [1 1],[31.88135593 25.11864407] ; [1.11864407 0.88135593],0
b1,1,0.8635,0.029557,[25 32] ; [1 1],[25.11864407 31.88135593] ; [0.88135593 1.11864407],0
d2,1,0.881009,0.022407,[31 25] ; [1 1],[30.89655172 25.10344828] ; [1.10344828 0.89655172],0
b5,1,0.902603,0.014975,[26 31] ; [1 1],[26.08474576 30.91525424] ; [0.91525424 1.08474576],0
v2,1,0.920745,0.009899,[30 26] ; [1 1],[29.93103448 26.06896552] ; [1.06896552 0.93103448],0
