Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.004692,7.994643,[ 3 69] ; [1 1],[ 3.89189189 68.10810811] ; [0.10810811 1.89189189],0
p1,1,0.01351,6.101127,[ 4 68] ; [1 1],[ 4.86486486 67.13513514] ; [0.13513514 1.86486486],0
d2,1,0.156768,2.005131,[10 62] ; [1 1],[10.7027027 61.2972973] ; [0.2972973 1.7027027],0
v3,1,0.302975,1.061053,[14 56] ; [1 1],[14.58333333 55.41666667] ; [0.41666667 1.58333333],0
p2,1,0.424683,0.637321,[54 18] ; [1 1],[53.51351351 18.48648649] ; [1.48648649 0.51351351],0
n5,1,0.491704,0.472796,[52 20] ; [1 1],[51.56756757 20.43243243] ; [1.43243243 0.56756757],0
s3,1,0.678339,0.172002,[45 25] ; [1 1],[44.72222222 25.27777778] ; [1.27777778 0.72222222],0
a7,1,0.699086,0.149424,[45 26] ; [1 1],[44.73972603 26.26027397] ; [1.26027397 0.73972603],0
v2,1,0.711138,0.137143,[26 44] ; [1 1],[26.25 43.75] ; [0.75 1.25],0
a5,1,0.84497,0.038236,[31 41] ; [1 1],[31.13513514 40.86486486] ; [0.86486486 1.13513514],0
n4,1,0.84497,0.038236,[41 31] ; [1 1],[40.86486486 31.13513514] ; [1.13513514 0.86486486],0
a3,1,0.938137,0.006024,[34 38] ; [1 1],[34.05405405 37.94594595] ; [0.94594595 1.05405405],0
