Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4e-06,21.434941,[19 43] ; [46 18],[31.98412698 30.01587302] ; [33.01587302 30.98412698],1
s2,1,2.8e-05,17.52451,[16 52] ; [38 26],[27.81818182 40.18181818] ; [26.18181818 37.81818182],1
r3,1,4.9e-05,16.477557,[38 30] ; [57  8],[48.57142857 19.42857143] ; [46.42857143 18.57142857],1
p4,1,0.000156,14.296538,[13 54] ; [33 32],[23.34848485 43.65151515] ; [22.65151515 42.34848485],1
v4,1,0.000596,11.788461,[45 23] ; [59  6],[53.17293233 14.82706767] ; [50.82706767 14.17293233],1
s6,1,0.001256,10.40641,[23 44] ; [40 24],[32.22137405 34.77862595] ; [30.77862595 33.22137405],0
r4,1,0.001293,10.352564,[34 34] ; [50 15],[42.94736842 25.05263158] ; [41.05263158 23.94736842],0
s7,1,0.001476,10.10784,[15 45] ; [32 28],[23.5 36.5] ; [23.5 36.5],0
p3,1,0.001833,9.7093,[ 9 58] ; [24 41],[16.75 50.25] ; [16.25 48.75],0
v1,1,0.002819,8.921273,[16 52] ; [31 33],[24.21212121 43.78787879] ; [22.78787879 41.21212121],0
p6,1,0.00339,8.584485,[ 3 63] ; [14 50],[ 8.63076923 57.36923077] ; [ 8.36923077 55.63076923],0
s3,1,0.003716,8.417619,[20 46] ; [36 29],[28.21374046 37.78625954] ; [27.78625954 37.21374046],0
s8,1,0.003947,8.308156,[13 55] ; [27 37],[20.60606061 47.39393939] ; [19.39393939 44.60606061],0
a1,1,0.005853,7.594913,[10 58] ; [ 1 64],[ 5.62406015 62.37593985] ; [ 5.37593985 59.62406015],0
p10,1,0.007109,7.245283,[19 45] ; [34 30],[26.5 37.5] ; [26.5 37.5],0
b5,1,0.009631,6.701974,[32 36] ; [45 20],[39.36842105 28.63157895] ; [37.63157895 27.36842105],0
s5,1,0.033792,4.505218,[11 54] ; [20 40],[16.12 48.88] ; [14.88 45.12],0
p8,1,0.038269,4.293006,[ 9 59] ; [18 47],[13.80451128 54.19548872] ; [13.19548872 51.80451128],0
n6,1,0.045308,4.007143,[34 34] ; [43 21],[39.66666667 28.33333333] ; [37.33333333 26.66666667],0
d3,1,0.048654,3.88725,[38 30] ; [47 18],[43.45864662 24.54135338] ; [41.54135338 23.45864662],0
a4,1,0.090907,2.858247,[33 33] ; [23 42],[28.21374046 37.78625954] ; [27.78625954 37.21374046],0
a7,1,0.096828,2.757023,[41 27] ; [48 17],[45.5037594 22.4962406] ; [43.4962406 21.5037594],0
p5,1,0.127268,2.325514,[ 2 66] ; [ 6 59],[ 4.09022556 63.90977444] ; [ 3.90977444 61.09022556],0
b4,1,0.128463,2.310978,[34 34] ; [41 24],[38.34586466 29.65413534] ; [36.65413534 28.34586466],0
r1,1,0.143267,2.142512,[41 27] ; [47 18],[44.9924812 23.0075188] ; [43.0075188 21.9924812],0
a5,1,0.14645,2.108842,[43 25] ; [33 32],[38.85714286 29.14285714] ; [37.14285714 27.85714286],0
n2,1,0.181154,1.788127,[19 19] ; [18  9],[21.63076923 16.36923077] ; [15.36923077 11.63076923],0
a3,1,0.185468,1.753253,[44 22] ; [36 29],[40.30534351 25.69465649] ; [39.69465649 25.30534351],0
d2,1,0.220756,1.499453,[36 31] ; [28 37],[32.48484848 34.51515152] ; [31.51515152 33.48484848],0
a2,1,0.253407,1.304423,[17 51] ; [11 54],[14.31578947 53.68421053] ; [13.68421053 51.31578947],0
s1,1,0.270692,1.213235,[ 8 60] ; [ 4 60],[ 6.18181818 61.81818182] ; [ 5.81818182 58.18181818],0
d4,1,0.284173,1.147023,[49 19] ; [52 13],[51.63909774 16.36090226] ; [49.36090226 15.63909774],0
b2,1,0.296283,1.09085,[19 25] ; [ 9 20],[16.87671233 27.12328767] ; [11.12328767 17.87671233],0
b3,1,0.296283,1.09085,[19 25] ; [ 9 20],[16.87671233 27.12328767] ; [11.12328767 17.87671233],0
a6,1,0.327611,0.958319,[34 34] ; [38 27],[36.81203008 31.18796992] ; [35.18796992 29.81203008],0
r2,1,0.389438,0.740695,[55 12] ; [56  8],[56.77099237 10.22900763] ; [54.22900763  9.77099237],0
d5,1,0.392793,0.730278,[49 19] ; [51 14],[51.12781955 16.87218045] ; [48.87218045 16.12781955],0
n4,1,0.398356,0.713284,[38 30] ; [41 24],[40.39097744 27.60902256] ; [38.60902256 26.39097744],0
u3,1,0.430756,0.620783,[ 9 15] ; [14 15],[10.41509434 13.58490566] ; [12.58490566 16.41509434],0
v2,1,0.452568,0.564211,[23 43] ; [26 37],[25.06976744 40.93023256] ; [23.93023256 39.06976744],0
p1,1,0.529054,0.396208,[ 7 61] ; [ 9 56],[ 8.18045113 59.81954887] ; [ 7.81954887 57.18045113],0
p12,1,0.541437,0.372883,[ 1 66] ; [ 2 63],[ 1.52272727 65.47727273] ; [ 1.47727273 63.52272727],0
u1,1,0.541844,0.372134,[ 8 60] ; [10 55],[ 9.20300752 58.79699248] ; [ 8.79699248 56.20300752],0
v3,1,0.587437,0.294365,[21 44] ; [17 44],[19.6031746 45.3968254] ; [18.3968254 42.6031746],0
a8,1,0.600312,0.274526,[ 3 61] ; [ 4 54],[ 3.67213115 60.32786885] ; [ 3.32786885 54.67213115],0
n5,1,0.637794,0.221639,[37 31] ; [38 27],[38.34586466 29.65413534] ; [36.65413534 28.34586466],0
b1,1,0.651046,0.204584,[35 33] ; [36 29],[36.30075188 31.69924812] ; [34.69924812 30.30075188],0
d1,1,0.657215,0.196924,[34 34] ; [35 30],[35.27819549 32.72180451] ; [33.72180451 31.27819549],0
u2,1,0.694696,0.154049,[ 9 15] ; [12 16],[ 9.69230769 14.30769231] ; [11.30769231 16.69230769],0
n3,1,0.797842,0.065608,[17 18] ; [14 13],[17.5 17.5] ; [13.5 13.5],0
n1,1,0.841324,0.04008,[16 21] ; [11 16],[15.609375 21.390625] ; [11.390625 15.609375],0
s4,1,0.863039,0.029759,[13 55] ; [13 51],[13.39393939 54.60606061] ; [12.60606061 51.39393939],0
