Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.064458,3.418803,[11  2] ; [1 2],[9.75 3.25] ; [2.25 0.75],0
b4,1,0.142041,2.155711,[10  3] ; [1 2],[8.9375 4.0625] ; [2.0625 0.9375],0
r2,1,0.170904,1.875,[9 3] ; [1 2],[8. 4.] ; [2. 1.],0
p3,1,0.37472,0.787953,[5 8] ; [2 1],[5.6875 7.3125] ; [1.3125 1.6875],0
s6,1,0.37472,0.787953,[5 8] ; [2 1],[5.6875 7.3125] ; [1.3125 1.6875],0
r1,1,0.521839,0.410256,[7 6] ; [1 2],[6.5 6.5] ; [1.5 1.5],0
d2,1,0.521839,0.410256,[6 7] ; [2 1],[6.5 6.5] ; [1.5 1.5],0
p6,1,0.521839,0.410256,[6 7] ; [2 1],[6.5 6.5] ; [1.5 1.5],0
p11,1,0.521839,0.410256,[7 6] ; [1 2],[6.5 6.5] ; [1.5 1.5],0
a6,1,0.521839,0.410256,[7 6] ; [1 2],[6.5 6.5] ; [1.5 1.5],0
p7,1,0.604773,0.267857,[6 6] ; [2 1],[6.4 5.6] ; [1.6 1.4],0
p10,1,0.686591,0.1628,[7 6] ; [2 1],[7.3125 5.6875] ; [1.6875 1.3125],0
v1,1,0.686591,0.1628,[6 7] ; [1 2],[5.6875 7.3125] ; [1.3125 1.6875],0
v3,1,0.686591,0.1628,[6 7] ; [1 2],[5.6875 7.3125] ; [1.3125 1.6875],0
p9,1,0.686591,0.1628,[7 6] ; [2 1],[7.3125 5.6875] ; [1.6875 1.3125],0
a7,1,0.686591,0.1628,[7 6] ; [2 1],[7.3125 5.6875] ; [1.6875 1.3125],0
p8,1,0.686591,0.1628,[7 6] ; [2 1],[7.3125 5.6875] ; [1.6875 1.3125],0
d3,1,0.686591,0.1628,[7 6] ; [2 1],[7.3125 5.6875] ; [1.6875 1.3125],0
a5,1,0.686591,0.1628,[7 6] ; [2 1],[7.3125 5.6875] ; [1.6875 1.3125],0
s5,1,0.711531,0.136752,[ 3 10] ; [1 2],[3.25 9.75] ; [0.75 2.25],0
b5,1,0.711531,0.136752,[10  3] ; [2 1],[9.75 3.25] ; [2.25 0.75],0
p4,1,0.792147,0.069444,[7 5] ; [2 1],[7.2 4.8] ; [1.8 1.2],0
b2,1,0.793428,0.068571,[4 6] ; [1 1],[4.16666667 5.83333333] ; [0.83333333 1.16666667],0
b3,1,0.793428,0.068571,[4 6] ; [1 1],[4.16666667 5.83333333] ; [0.83333333 1.16666667],0
p2,1,0.868645,0.02735,[8 5] ; [2 1],[8.125 4.875] ; [1.875 1.125],0
s2,1,0.868645,0.02735,[5 8] ; [1 2],[4.875 8.125] ; [1.125 1.875],0
r4,1,0.868645,0.02735,[5 8] ; [1 2],[4.875 8.125] ; [1.125 1.875],0
d1,1,0.868645,0.02735,[8 5] ; [2 1],[8.125 4.875] ; [1.875 1.125],0
u3,1,1.0,0.0,[1 1] ; [1 1],[1. 1.] ; [1. 1.],0
