Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.186449,1.745455,[ 3 19] ; [1 1],[ 3.66666667 18.33333333] ; [0.33333333 1.66666667],0
s5,1,0.186449,1.745455,[ 3 19] ; [1 1],[ 3.66666667 18.33333333] ; [0.33333333 1.66666667],0
p8,1,0.202919,1.621241,[ 3 18] ; [1 1],[ 3.65217391 17.34782609] ; [0.34782609 1.65217391],0
v1,1,0.393769,0.727273,[ 5 17] ; [1 1],[ 5.5 16.5] ; [0.5 1.5],0
s6,1,0.498389,0.458365,[ 6 16] ; [1 1],[ 6.41666667 15.58333333] ; [0.58333333 1.41666667],0
r1,1,0.601508,0.272727,[ 7 15] ; [1 1],[ 7.33333333 14.66666667] ; [0.66666667 1.33333333],0
n5,1,0.601508,0.272727,[15  7] ; [1 1],[14.66666667  7.33333333] ; [1.33333333 0.66666667],0
b4,1,0.702918,0.145455,[14  8] ; [1 1],[13.75  8.25] ; [1.25 0.75],0
a7,1,0.702918,0.145455,[ 8 14] ; [1 1],[ 8.25 13.75] ; [0.75 1.25],0
n2,1,0.793428,0.068571,[4 6] ; [1 1],[4.16666667 5.83333333] ; [0.83333333 1.16666667],0
b5,1,0.901694,0.015257,[12 10] ; [1 1],[11.91666667 10.08333333] ; [1.08333333 0.91666667],0
a6,1,0.901694,0.015257,[12 10] ; [1 1],[11.91666667 10.08333333] ; [1.08333333 0.91666667],0
d5,1,0.901694,0.015257,[10 12] ; [1 1],[10.08333333 11.91666667] ; [0.91666667 1.08333333],0
n6,1,0.901694,0.015257,[10 12] ; [1 1],[10.08333333 11.91666667] ; [0.91666667 1.08333333],0
a3,1,0.948644,0.004149,[10 11] ; [1 1],[10.04347826 10.95652174] ; [0.95652174 1.04347826],0
