Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.375728,0.784632,[ 6 21] ; [1 1],[ 6.51724138 20.48275862] ; [0.48275862 1.51724138],0
b3,1,0.375728,0.784632,[ 6 21] ; [1 1],[ 6.51724138 20.48275862] ; [0.48275862 1.51724138],0
p2,1,0.48192,0.494516,[27 10] ; [1 1],[26.56410256 10.43589744] ; [1.43589744 0.56410256],0
p6,1,0.500008,0.45492,[10 26] ; [1 1],[10.42105263 25.57894737] ; [0.57894737 1.42105263],0
s3,1,0.564746,0.331553,[25 11] ; [1 1],[24.63157895 11.36842105] ; [1.36842105 0.63157895],0
s2,1,0.628687,0.233846,[24 12] ; [1 1],[23.68421053 12.31578947] ; [1.31578947 0.68421053],0
p3,1,0.669489,0.182201,[13 24] ; [1 1],[13.28205128 23.71794872] ; [0.71794872 1.28205128],0
s7,1,0.715379,0.132964,[22 13] ; [1 1],[21.75675676 13.24324324] ; [1.24324324 0.75675676],0
v1,1,0.730579,0.118581,[14 23] ; [1 1],[14.23076923 22.76923077] ; [0.76923077 1.23076923],0
a7,1,0.730579,0.118581,[23 14] ; [1 1],[22.76923077 14.23076923] ; [1.23076923 0.76923077],0
a6,1,0.730579,0.118581,[23 14] ; [1 1],[22.76923077 14.23076923] ; [1.23076923 0.76923077],0
p11,1,0.730579,0.118581,[23 14] ; [1 1],[22.76923077 14.23076923] ; [1.23076923 0.76923077],0
d3,1,0.791082,0.070175,[22 15] ; [1 1],[21.82051282 15.17948718] ; [1.17948718 0.82051282],0
p8,1,0.791082,0.070175,[15 22] ; [1 1],[15.17948718 21.82051282] ; [0.82051282 1.17948718],0
v2,1,0.877769,0.023654,[20 16] ; [1 1],[19.89473684 16.10526316] ; [1.10526316 0.89473684],0
p4,1,0.910808,0.012548,[20 17] ; [1 1],[19.92307692 17.07692308] ; [1.07692308 0.92307692],0
b5,1,0.910808,0.012548,[20 17] ; [1 1],[19.92307692 17.07692308] ; [1.07692308 0.92307692],0
p7,1,0.938959,0.005864,[19 17] ; [1 1],[18.94736842 17.05263158] ; [1.05263158 0.94736842],0
