Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.011448,6.39438,[17  8] ; [16 28],[11.95652174 13.04347826] ; [21.04347826 22.95652174],0
a4,1,0.013275,6.132028,[15 10] ; [13 31],[10.14492754 14.85507246] ; [17.85507246 26.14492754],0
b1,1,0.016838,5.713222,[12 13] ; [ 9 35],[ 7.60869565 17.39130435] ; [13.39130435 30.60869565],0
d1,1,0.033107,4.540219,[18  7] ; [20 24],[13.76811594 11.23188406] ; [24.23188406 19.76811594],0
d5,1,0.041091,4.172249,[24  1] ; [34 10],[21.01449275  3.98550725] ; [36.98550725  7.01449275],0
p10,1,0.050769,3.815867,[15  9] ; [36  7],[18.26865672  5.73134328] ; [32.73134328 10.26865672],0
r1,1,0.074222,3.18708,[14 11] ; [33 10],[17.27941176  7.72058824] ; [29.72058824 13.27941176],0
p7,1,0.074904,3.172148,[10 14] ; [27 15],[13.45454545 10.54545455] ; [23.54545455 18.45454545],0
s3,1,0.074919,3.171827,[12 13] ; [30 13],[15.44117647  9.55882353] ; [26.55882353 16.44117647],0
a2,1,0.079693,3.07116,[ 7 18] ; [ 5 39],[ 4.34782609 20.65217391] ; [ 7.65217391 36.34782609],0
u1,1,0.079693,3.07116,[ 7 18] ; [ 5 39],[ 4.34782609 20.65217391] ; [ 7.65217391 36.34782609],0
p2,1,0.088342,2.904326,[15  9] ; [35  8],[17.91044776  6.08955224] ; [32.08955224 10.91044776],0
p8,1,0.117526,2.449991,[ 7 17] ; [21 22],[10.02985075 13.97014925] ; [17.97014925 25.02985075],0
b5,1,0.138248,2.197355,[16  9] ; [20 24],[13.04347826 11.95652174] ; [22.95652174 21.04347826],0
d3,1,0.155625,2.016234,[20  5] ; [28 16],[17.39130435  7.60869565] ; [30.60869565 13.39130435],0
s4,1,0.156547,2.007273,[11 14] ; [12 32],[ 8.33333333 16.66666667] ; [14.66666667 29.33333333],0
b3,1,0.162587,1.95,[ 3 10] ; [12 14],[5. 8.] ; [10. 16.],0
b2,1,0.162587,1.95,[ 3 10] ; [12 14],[5. 8.] ; [10. 16.],0
u3,1,0.164725,1.930303,[3 5] ; [12  6],[4.61538462 3.38461538] ; [10.38461538  7.61538462],0
p9,1,0.164969,1.92808,[16  7] ; [37  7],[18.19402985  4.80597015] ; [34.80597015  9.19402985],0
s7,1,0.196479,1.668352,[14  9] ; [19 24],[11.5 11.5] ; [21.5 21.5],0
p5,1,0.209216,1.576843,[ 1 23] ; [ 6 37],[ 2.50746269 21.49253731] ; [ 4.49253731 38.50746269],0
v3,1,0.306683,1.044907,[ 9 15] ; [11 32],[ 7.1641791 16.8358209] ; [12.8358209 30.1641791],0
a3,1,0.337201,0.921043,[17  7] ; [26 18],[15.17647059  8.82352941] ; [27.82352941 16.17647059],0
s8,1,0.344064,0.89523,[12 13] ; [16 28],[10.14492754 14.85507246] ; [17.85507246 26.14492754],0
n6,1,0.383021,0.760984,[15  9] ; [32 12],[16.58823529  7.41176471] ; [30.41176471 13.58823529],0
u2,1,0.395416,0.722222,[3 5] ; [10  8],[4. 4.] ; [9. 9.],0
r2,1,0.419242,0.652439,[24  1] ; [39  4],[23.16176471  1.83823529] ; [39.83823529  3.16176471],0
p6,1,0.45593,0.555867,[10 14] ; [14 29],[ 8.59701493 15.40298507] ; [15.40298507 27.59701493],0
p12,1,0.45719,0.552766,[ 1 23] ; [ 4 40],[ 1.76470588 22.23529412] ; [ 3.23529412 40.76470588],0
