Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,54.60338,[35 69] ; [225  79],[66.2745098 37.7254902] ; [193.7254902 110.2745098],1
p6,1,0.0,36.657924,[23 77] ; [176 128],[49.25742574 50.74257426] ; [149.74257426 154.25742574],1
n5,1,2.1e-05,18.117909,[69 35] ; [259  44],[83.81326781 20.18673219] ; [244.18673219  58.81326781],1
n4,1,0.000134,14.585097,[70 34] ; [258  47],[83.40342298 20.59657702] ; [244.59657702  60.40342298],1
p7,1,0.000332,12.882391,[72 26] ; [268  35],[83.09226933 14.90773067] ; [256.90773067  46.09226933],1
v1,1,0.000562,11.897834,[45 55] ; [193 106],[59.64912281 40.35087719] ; [178.35087719 120.64912281],1
d1,1,0.001083,10.68069,[49 55] ; [199 106],[63.06112469 40.93887531] ; [184.93887531 120.06112469],0
d4,1,0.001148,10.57166,[76 28] ; [264  40],[86.66666667 17.33333333] ; [253.33333333  50.66666667],0
p5,1,0.001583,9.979743,[ 8 95] ; [ 66 239],[18.68137255 84.31862745] ; [ 55.31862745 249.68137255],0
a4,1,0.00644,7.422781,[32 72] ; [140 164],[43.84313725 60.15686275] ; [128.15686275 175.84313725],0
d2,1,0.013808,6.062503,[38 66] ; [154 151],[48.82151589 55.17848411] ; [143.17848411 161.82151589],0
p10,1,0.017001,5.696274,[87 15] ; [282  21],[92.93333333  9.06666667] ; [276.06666667  26.93333333],0
a5,1,0.017406,5.655017,[71 33] ; [243  62],[79.84352078 24.15647922] ; [234.15647922  70.84352078],0
d3,1,0.019313,5.472913,[63 41] ; [222  83],[72.46943765 31.53056235] ; [212.53056235  92.46943765],0
d5,1,0.026043,4.953142,[77 27] ; [255  49],[84.62745098 19.37254902] ; [247.37254902  56.62745098],0
p12,1,0.026415,4.928675,[ 5 97] ; [ 39 266],[11.02702703 90.97297297] ; [ 32.97297297 272.02702703],0
n6,1,0.03416,4.486671,[86 18] ; [273  29],[91.96059113 12.03940887] ; [267.03940887  34.96059113],0
s6,1,0.035232,4.433876,[62 39] ; [214  81],[70.39393939 30.60606061] ; [205.60606061  89.39393939],0
v3,1,0.043972,4.057626,[35 67] ; [135 160],[43.67758186 58.32241814] ; [126.32241814 168.67758186],0
a1,1,0.057842,3.598193,[  2 102] ; [ 21 284],[ 5.84841076 98.15158924] ; [ 17.15158924 287.84841076],0
r1,1,0.060113,3.534255,[79 25] ; [255  48],[85.34643735 18.65356265] ; [248.65356265  54.34643735],0
s5,1,0.064456,3.418836,[31 69] ; [121 171],[38.7755102 61.2244898] ; [113.2244898 178.7755102],0
u2,1,0.064675,3.41325,[17 21] ; [52 31],[21.66942149 16.33057851] ; [47.33057851 35.66942149],0
s7,1,0.069946,3.284281,[45 56] ; [159 130],[52.83076923 48.16923077] ; [151.16923077 137.83076923],0
a3,1,0.093499,2.813077,[66 37] ; [222  83],[72.70588235 30.29411765] ; [215.29411765  89.70588235],0
p2,1,0.104698,2.632488,[92 11] ; [286  18],[95.66093366  7.33906634] ; [282.33906634  21.66093366],0
a2,1,0.121238,2.401254,[17 87] ; [ 72 233],[22.63080685 81.36919315] ; [ 66.36919315 238.63080685],0
s8,1,0.123742,2.369311,[46 58] ; [160 142],[52.76847291 51.23152709] ; [153.23152709 148.76847291],0
v2,1,0.138971,2.189316,[53 46] ; [184 113],[59.25 39.75] ; [177.75 119.25],0
u1,1,0.159614,1.977882,[12 92] ; [ 53 252],[16.52811736 87.47188264] ; [ 48.47188264 256.52811736],0
b5,1,0.186511,1.744963,[63 41] ; [162 143],[57.21271394 46.78728606] ; [167.78728606 137.21271394],0
b4,1,0.188748,1.727366,[53 51] ; [178 127],[58.73838631 45.26161369] ; [172.26161369 132.73838631],0
s2,1,0.2068,1.593688,[48 56] ; [160 140],[53.54455446 50.45544554] ; [154.45544554 145.54455446],0
s3,1,0.244485,1.354548,[53 50] ; [173 125],[58.04987531 44.95012469] ; [167.95012469 130.04987531],0
s1,1,0.267541,1.229313,[ 5 98] ; [  8 296],[ 3.28992629 99.71007371] ; [  9.71007371 294.28992629],0
v4,1,0.275548,1.188918,[98  5] ; [293   8],[99.68564356  3.31435644] ; [291.31435644   9.68564356],0
a8,1,0.308761,1.035968,[18 78] ; [ 40 238],[14.88770053 81.11229947] ; [ 43.11229947 234.88770053],0
u4,1,0.316862,1.001857,[  1 103] ; [  8 296],[  2.29411765 101.70588235] ; [  6.70588235 297.29411765],0
