Feature,DoF,P Value,Chi Square,Is Significant
r3,1,4.3e-05,16.745546,1
p8,1,5e-05,16.446956,1
n5,1,0.000506,12.0941,1
r4,1,0.000883,11.058939,1
n4,1,0.00112,10.61814,0
p7,1,0.015845,5.819985,0
a6,1,0.016616,5.736513,0
p5,1,0.017321,5.663514,0
a5,1,0.024549,5.055447,0
s5,1,0.02828,4.810918,0
p3,1,0.045125,4.013946,0
p9,1,0.047976,3.910829,0
d4,1,0.060018,3.536877,0
p4,1,0.060296,3.529234,0
n6,1,0.099663,2.710924,0
v2,1,0.133993,2.245619,0
d1,1,0.153046,2.041623,0
b3,1,0.170295,1.880343,0
b2,1,0.170295,1.880343,0
s2,1,0.183948,1.765439,0
s7,1,0.187658,1.735906,0
p2,1,0.212186,1.556448,0
a2,1,0.245982,1.34598,0
a8,1,0.275269,1.1903,0
v4,1,0.281211,1.161226,0
u1,1,0.295638,1.093769,0
u2,1,0.303951,1.056778,0
p12,1,0.340958,0.906825,0
v3,1,0.349352,0.875811,0
r2,1,0.361574,0.832418,0
a4,1,0.36513,0.820171,0
d2,1,0.422926,0.642171,0
n1,1,0.435323,0.608579,0
s6,1,0.443096,0.588252,0
p1,1,0.461896,0.541295,0
a3,1,0.467477,0.527933,0
a1,1,0.492707,0.470608,0
s1,1,0.493686,0.468483,0
d5,1,0.499735,0.4555,0
r1,1,0.550804,0.355879,0
v1,1,0.553778,0.350592,0
s4,1,0.567339,0.327155,0
b5,1,0.567557,0.326787,0
s3,1,0.638422,0.220812,0
u3,1,0.665984,0.186335,0
d3,1,0.74417,0.106495,0
p6,1,0.746762,0.104272,0
a7,1,0.794726,0.067693,0
n3,1,0.85146,0.035065,0
s8,1,0.899833,0.015844,0
b4,1,0.994955,4e-05,0
n2,1,1.0,0.0,0
