Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.1e-05,19.357327,[17 49] ; [185 149],[33.33 32.67] ; [168.67 165.33],1
n5,1,0.000328,12.90541,[46 23] ; [283  50],[56.47014925 12.52985075] ; [272.52985075  60.47014925],1
p2,1,0.000399,12.537922,[55 15] ; [308  25],[63.05210918  6.94789082] ; [299.94789082  33.05210918],1
p8,1,0.000477,12.202953,[35 35] ; [238  95],[47.41935484 22.58064516] ; [225.58064516 107.41935484],1
p5,1,0.000504,12.100385,[ 3 67] ; [ 74 258],[13.4079602 56.5920398] ; [ 63.5920398 268.4079602],1
d3,1,0.00052,12.042422,[37 33] ; [247  88],[49.08641975 20.91358025] ; [234.91358025 100.08641975],1
n6,1,0.001546,10.023208,[54 15] ; [305  29],[61.46650124  7.53349876] ; [297.53349876  36.46650124],0
d1,1,0.003977,8.294208,[35 35] ; [228 107],[45.45679012 24.54320988] ; [217.54320988 117.45679012],0
r1,1,0.015527,5.855621,[49 20] ; [278  55],[56.12686567 12.87313433] ; [270.87313433  62.12686567],0
n4,1,0.016136,5.787963,[51 18] ; [287  48],[57.72772277 11.27227723] ; [280.27227723  54.72772277],0
s6,1,0.018433,5.554496,[43 26] ; [248  78],[50.83291139 18.16708861] ; [240.16708861  85.83291139],0
p12,1,0.029199,4.755868,[ 3 66] ; [ 46 288],[ 8.38957816 60.61042184] ; [ 40.61042184 293.38957816],0
r3,1,0.0306,4.67528,[64  6] ; [322  10],[67.21393035  2.78606965] ; [318.78606965  13.21393035],0
p10,1,0.041439,4.157966,[61  8] ; [317  17],[64.71960298  4.28039702] ; [313.28039702  20.71960298],0
s2,1,0.042855,4.101112,[31 39] ; [191 141],[38.65671642 31.34328358] ; [183.34328358 148.65671642],0
s7,1,0.051467,3.792998,[34 35] ; [194 119],[41.18324607 27.81675393] ; [186.81675393 126.18324607],0
d4,1,0.077062,3.125801,[54 16] ; [286  48],[58.91089109 11.08910891] ; [281.08910891  52.91089109],0
d2,1,0.108001,2.583234,[31 38] ; [186 149],[37.06188119 31.93811881] ; [179.93811881 155.06188119],0
u2,1,0.108695,2.573099,[5 7] ; [50 26],[7.5 4.5] ; [47.5 28.5],0
a7,1,0.116321,2.466175,[46 24] ; [250  84],[51.28712871 18.71287129] ; [244.71287129  89.28712871],0
a5,1,0.149507,2.077269,[52 18] ; [274  61],[56.34567901 13.65432099] ; [269.65432099  65.34567901],0
r4,1,0.157806,1.995122,[62  8] ; [313  22],[64.81481481  5.18518519] ; [310.18518519  24.81481481],0
d5,1,0.159722,1.976855,[56 14] ; [289  45],[59.77722772 10.22277228] ; [285.22277228  48.77722772],0
p11,1,0.234162,1.415398,[57 13] ; [291  44],[60.14814815  9.85185185] ; [287.85185185  47.14814815],0
r2,1,0.234594,1.412788,[68  1] ; [316  15],[66.24  2.76] ; [317.76  13.24],0
n3,1,0.23807,1.391987,[10  1] ; [38 13],[8.51612903 2.48387097] ; [39.48387097 11.51612903],0
a2,1,0.279118,1.171377,[16 54] ; [ 98 237],[19.7037037 50.2962963] ; [ 94.2962963 240.7037037],0
u1,1,0.288859,1.124932,[13 57] ; [ 82 253],[16.41975309 53.58024691] ; [ 78.58024691 256.41975309],0
a4,1,0.314378,1.012194,[31 39] ; [170 164],[34.82673267 35.17326733] ; [166.17326733 167.82673267],0
v4,1,0.332732,0.938237,[66  4] ; [322  11],[67.39454094  2.60545906] ; [320.60545906  12.39454094],0
s5,1,0.345722,0.889099,[24 41] ; [138 181],[27.421875 37.578125] ; [134.578125 184.421875],0
a3,1,0.351995,0.866253,[57 12] ; [259  75],[54.10421836 14.89578164] ; [261.89578164  72.10421836],0
v1,1,0.360029,0.837791,[39 29] ; [205 119],[42.32653061 25.67346939] ; [201.67346939 122.32653061],0
b5,1,0.389024,0.74199,[43 27] ; [187 148],[39.75308642 30.24691358] ; [190.24691358 144.75308642],0
p7,1,0.39249,0.731213,[51 18] ; [261  71],[53.68578554 15.31421446] ; [258.31421446  73.68578554],0
b4,1,0.410365,0.677744,[37 33] ; [195 140],[40.09876543 29.90123457] ; [191.90123457 143.09876543],0
p1,1,0.491118,0.474077,[11 59] ; [ 42 290],[ 9.22885572 60.77114428] ; [ 43.77114428 288.22885572],0
v3,1,0.523076,0.407824,[29 40] ; [148 172],[31.39588689 37.60411311] ; [145.60411311 174.39588689],0
s1,1,0.616209,0.251232,[ 1 69] ; [  8 325],[ 1.56327543 68.43672457] ; [  7.43672457 325.56327543],0
a6,1,0.626967,0.236196,[47 22] ; [238  97],[48.67574257 20.32425743] ; [236.32425743  98.67574257],0
n1,1,0.679669,0.170498,[4 7] ; [22 29],[4.61290323 6.38709677] ; [21.38709677 29.61290323],0
s4,1,0.708095,0.140187,[11 59] ; [ 58 272],[12.075 57.925] ; [ 56.925 273.075],0
u3,1,0.715489,0.132856,[9 4] ; [48 27],[8.42045455 4.57954545] ; [48.57954545 26.42045455],0
v2,1,0.751355,0.100396,[41 27] ; [202 122],[42.15306122 25.84693878] ; [200.84693878 123.15306122],0
a8,1,0.752484,0.099456,[10 56] ; [ 41 259],[ 9.19672131 56.80327869] ; [ 41.80327869 258.19672131],0
b1,1,0.817536,0.05323,[28 42] ; [139 196],[28.86419753 41.13580247] ; [138.13580247 196.86419753],0
b3,1,0.898508,0.016268,[21 28] ; [ 90 125],[20.60227273 28.39772727] ; [ 90.39772727 124.60227273],0
b2,1,0.898508,0.016268,[21 28] ; [ 90 125],[20.60227273 28.39772727] ; [ 90.39772727 124.60227273],0
a1,1,0.934282,0.0068,[ 4 66] ; [ 20 315],[ 4.14814815 65.85185185] ; [ 19.85185185 315.14814815],0
s3,1,0.962547,0.002205,[42 28] ; [197 133],[41.825 28.175] ; [197.175 132.825],0
s8,1,0.991638,0.00011,[38 32] ; [181 152],[38.03970223 31.96029777] ; [180.96029777 152.03970223],0
