Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,31.021229,[ 21 152] ; [57 89],[ 42.30094044 130.69905956] ; [ 35.69905956 110.30094044],1
p2,1,0.000332,12.883087,[121  53] ; [127  20],[134.42990654  39.57009346] ; [113.57009346  33.42990654],1
s7,1,0.001214,10.468269,[ 66 102] ; [83 61],[80.23076923 87.76923077] ; [68.76923077 75.23076923],0
a8,1,0.001588,9.973114,[ 10 151] ; [ 24 109],[ 18.61904762 142.38095238] ; [ 15.38095238 117.61904762],0
p4,1,0.002315,9.281611,[ 68 106] ; [83 65],[81.59627329 92.40372671] ; [69.40372671 78.59627329],0
p3,1,0.004243,8.176619,[ 53 121] ; [68 80],[ 65.38509317 108.61490683] ; [55.61490683 92.38509317],0
a2,1,0.005537,7.695108,[ 34 140] ; [49 99],[ 44.85093168 129.14906832] ; [ 38.14906832 109.85093168],0
v2,1,0.011468,6.391357,[81 82] ; [91 51],[91.92131148 71.07868852] ; [80.07868852 61.92131148],0
a3,1,0.016036,5.798894,[118  56] ; [118  30],[127.52795031  46.47204969] ; [108.47204969  39.52795031],0
p12,1,0.016142,5.78736,[ 16 158] ; [  4 144],[ 10.80745342 163.19254658] ; [  9.19254658 138.80745342],0
b4,1,0.036193,4.387993,[114  60] ; [80 68],[104.83229814  69.16770186] ; [89.16770186 58.83229814],0
s2,1,0.048903,3.878686,[84 88] ; [88 59],[92.73981191 79.26018809] ; [79.26018809 67.73981191],0
s8,1,0.052771,3.751165,[ 66 108] ; [72 76],[74.57142857 99.42857143] ; [63.42857143 84.57142857],0
r3,1,0.059865,3.541129,[162  11] ; [144   3],[165.43125   7.56875] ; [140.56875   6.43125],0
d3,1,0.064849,3.408826,[112  62] ; [108  38],[119.625  54.375] ; [100.375  45.625],0
v3,1,0.100467,2.698121,[ 51 112] ; [58 86],[ 57.87296417 105.12703583] ; [51.12703583 92.87296417],0
u2,1,0.115995,2.470588,[30 26] ; [20  8],[33.33333333 22.66666667] ; [16.66666667 11.33333333],0
u1,1,0.117669,2.448074,[ 29 145] ; [ 35 113],[ 34.58385093 139.41614907] ; [ 29.41614907 118.58385093],0
v1,1,0.120714,2.408035,[74 93] ; [76 67],[80.80645161 86.19354839] ; [69.19354839 73.80645161],0
d5,1,0.12305,2.378059,[139  35] ; [127  20],[144.18691589  29.81308411] ; [121.81308411  25.18691589],0
a4,1,0.143959,2.135126,[ 74 100] ; [75 73],[80.51552795 93.48447205] ; [68.48447205 79.51552795],0
r1,1,0.158634,1.987199,[126  47] ; [117  30],[131.371875  41.628125] ; [111.628125  35.371875],0
n1,1,0.180994,1.789443,[23 31] ; [10 25],[20.02247191 33.97752809] ; [12.97752809 22.02247191],0
a6,1,0.181153,1.788142,[120  54] ; [112  36],[125.36645963  48.63354037] ; [106.63354037  41.36645963],0
p1,1,0.194665,1.681954,[ 13 161] ; [  6 142],[ 10.26708075 163.73291925] ; [  8.73291925 139.26708075],0
u3,1,0.224678,1.474241,[31 25] ; [20  9],[33.6 22.4] ; [17.4 11.6],0
s6,1,0.22995,1.441168,[109  64] ; [102  45],[114.071875  58.928125] ; [96.928125 50.071875],0
b1,1,0.318688,0.994325,[ 60 114] ; [59 89],[ 64.30434783 109.69565217] ; [54.69565217 93.30434783],0
s3,1,0.327158,0.960115,[95 77] ; [88 57],[99.29337539 72.70662461] ; [83.70662461 61.29337539],0
d2,1,0.341543,0.904631,[78 94] ; [75 73],[82.2375 89.7625] ; [70.7625 77.2375],0
n2,1,0.37457,0.788449,[42 12] ; [25 11],[40.2 13.8] ; [26.8  9.2],0
a1,1,0.380838,0.767994,[  5 169] ; [  7 141],[  6.48447205 167.51552795] ; [  5.51552795 142.48447205],0
r4,1,0.386849,0.748825,[147  27] ; [130  18],[149.68322981  24.31677019] ; [127.31677019  20.68322981],0
u4,1,0.397257,0.716614,[  3 171] ; [  1 147],[  2.16149068 171.83850932] ; [  1.83850932 146.16149068],0
r2,1,0.493523,0.468837,[161  13] ; [136   8],[162.50943396  11.49056604] ; [134.49056604   9.50943396],0
d1,1,0.514377,0.425153,[96 78] ; [87 61],[98.88819876 75.11180124] ; [84.11180124 63.88819876],0
d4,1,0.540396,0.374805,[140  34] ; [123  25],[142.11801242  31.88198758] ; [120.88198758  27.11801242],0
a5,1,0.555409,0.347716,[123  51] ; [109  39],[125.36645963  48.63354037] ; [106.63354037  41.36645963],0
n4,1,0.565535,0.330211,[128  46] ; [113  35],[130.22981366  43.77018634] ; [110.77018634  37.22981366],0
s5,1,0.577313,0.310598,[ 48 116] ; [47 99],[ 50.25806452 113.74193548] ; [ 44.74193548 101.25806452],0
n3,1,0.602612,0.271075,[39 14] ; [29  8],[40.04444444 12.95555556] ; [27.95555556  9.04444444],0
v4,1,0.635436,0.224761,[160  13] ; [137   9],[161.06896552  11.93103448] ; [135.93103448  10.06896552],0
p11,1,0.686057,0.163387,[135  39] ; [112  36],[133.47204969  40.52795031] ; [113.52795031  34.47204969],0
p5,1,0.729648,0.119435,[  9 162] ; [  9 137],[  9.70977918 161.29022082] ; [  8.29022082 137.70977918],0
a7,1,0.761882,0.091815,[124  50] ; [107  40],[125.21495327  48.78504673] ; [105.78504673  41.21495327],0
n6,1,0.764721,0.089573,[145  28] ; [125  22],[145.96875  27.03125] ; [124.03125  22.96875],0
s1,1,0.807851,0.059146,[  5 166] ; [  5 142],[  5.37735849 165.62264151] ; [  4.62264151 142.37735849],0
p9,1,0.874961,0.024762,[160  12] ; [137  11],[159.6375  12.3625] ; [137.3625  10.6375],0
b3,1,0.909673,0.012871,[35 52] ; [41 63],[34.61780105 52.38219895] ; [41.38219895 62.61780105],0
b2,1,0.909673,0.012871,[35 52] ; [41 63],[34.61780105 52.38219895] ; [41.38219895 62.61780105],0
n5,1,0.9447,0.004811,[125  48] ; [106  40],[125.27586207  47.72413793] ; [105.72413793  40.27586207],0
s4,1,0.972285,0.001207,[ 29 143] ; [ 25 122],[ 29.11598746 142.88401254] ; [ 24.88401254 122.11598746],0
b5,1,0.973405,0.001111,[112  62] ; [95 53],[111.85714286  62.14285714] ; [95.14285714 52.85714286],0
