Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,60.40014,[129  15] ; [10 25],[111.82122905  32.17877095] ; [27.17877095  7.82122905],1
b1,1,0.002321,9.276754,[ 45 100] ; [21 15],[52.87292818 92.12707182] ; [13.12707182 22.87292818],0
n5,1,0.002593,9.074074,[115  29] ; [20 16],[108.  36.] ; [27.  9.],0
p11,1,0.004788,7.957969,[117  28] ; [21 15],[110.55248619  34.44751381] ; [27.44751381  8.55248619],0
n4,1,0.005112,7.839546,[113  31] ; [20 16],[106.4  37.6] ; [26.6  9.4],0
p2,1,0.010949,6.473526,[128  16] ; [26 10],[123.2  20.8] ; [30.8  5.2],0
s2,1,0.012347,6.260306,[81 62] ; [12 24],[74.29608939 68.70391061] ; [18.70391061 17.29608939],0
d4,1,0.017517,5.643868,[122  23] ; [24 12],[116.96132597  28.03867403] ; [29.03867403  6.96132597],0
a3,1,0.029229,4.754092,[104  41] ; [19 17],[98.5359116 46.4640884] ; [24.4640884 11.5359116],0
v1,1,0.035277,4.431721,[83 59] ; [14 22],[77.38202247 64.61797753] ; [19.61797753 16.38202247],0
b5,1,0.035278,4.431676,[96 49] ; [17 19],[90.52486188 54.47513812] ; [22.47513812 13.52486188],0
a4,1,0.04408,4.053483,[73 72] ; [11 24],[67.66666667 77.33333333] ; [16.33333333 18.66666667],0
n6,1,0.080282,3.059187,[118  25] ; [25 11],[114.24022346  28.75977654] ; [28.75977654  7.24022346],0
p6,1,0.102858,2.660663,[61 82] ; [10 26],[56.72067039 86.27932961] ; [14.27932961 21.72067039],0
s6,1,0.103293,2.653945,[102  39] ; [21 15],[97.98305085 43.01694915] ; [25.01694915 10.98305085],0
s8,1,0.115688,2.474747,[69 75] ; [12 24],[64.8 79.2] ; [16.2 19.8],0
u1,1,0.13314,2.255501,[ 18 127] ; [ 8 28],[ 20.82872928 124.17127072] ; [ 5.17127072 30.82872928],0
a8,1,0.169415,1.888112,[ 20 112] ; [ 2 31],[ 17.6 114.4] ; [ 4.4 28.6],0
r1,1,0.18587,1.750052,[114  29] ; [25 11],[111.04469274  31.95530726] ; [27.95530726  8.04469274],0
r4,1,0.221514,1.494539,[128  17] ; [29  7],[125.77348066  19.22651934] ; [31.22651934  4.77348066],0
p5,1,0.222672,1.48707,[ 13 131] ; [ 1 34],[ 11.26256983 132.73743017] ; [ 2.73743017 32.26256983],0
s4,1,0.230047,1.440574,[ 24 120] ; [ 3 32],[ 21.72067039 122.27932961] ; [ 5.27932961 29.72067039],0
a6,1,0.233135,1.421629,[96 49] ; [20 16],[92.9281768 52.0718232] ; [23.0718232 12.9281768],0
u3,1,0.233241,1.420985,[25 14] ; [8 9],[22.98214286 16.01785714] ; [10.01785714  6.98214286],0
s7,1,0.233886,1.417069,[70 70] ; [14 22],[66.81818182 73.18181818] ; [17.18181818 18.81818182],0
s5,1,0.237434,1.395766,[45 94] ; [ 8 28],[42.09714286 96.90285714] ; [10.90285714 25.09714286],0
u2,1,0.269133,1.221161,[24 16] ; [7 9],[22.14285714 17.85714286] ; [8.85714286 7.14285714],0
v4,1,0.309911,1.031056,[137   6] ; [33  3],[135.81005587   7.18994413] ; [34.18994413  1.81005587],0
d2,1,0.352175,0.865604,[68 77] ; [20 16],[70.49723757 74.50276243] ; [17.50276243 18.49723757],0
