Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.00024,13.490926,[ 2 84] ; [1 1],[ 2.93181818 83.06818182] ; [0.06818182 1.93181818],1
p12,1,0.00024,13.490926,[ 2 84] ; [1 1],[ 2.93181818 83.06818182] ; [0.06818182 1.93181818],1
v3,1,0.348867,0.877575,[18 64] ; [1 1],[18.54761905 63.45238095] ; [0.45238095 1.54761905],0
p2,1,0.40884,0.682171,[65 21] ; [1 1],[64.5 21.5] ; [1.5 0.5],0
d2,1,0.603922,0.26912,[28 58] ; [1 1],[28.34090909 57.65909091] ; [0.65909091 1.34090909],0
a7,1,0.640435,0.218173,[56 29] ; [1 1],[55.68965517 29.31034483] ; [1.31034483 0.68965517],0
a5,1,0.711852,0.136434,[54 32] ; [1 1],[53.75 32.25] ; [1.25 0.75],0
n5,1,0.711852,0.136434,[54 32] ; [1 1],[53.75 32.25] ; [1.25 0.75],0
a3,1,0.764989,0.089363,[52 34] ; [1 1],[51.79545455 34.20454545] ; [1.20454545 0.79545455],0
s3,1,0.802253,0.062716,[50 35] ; [1 1],[49.82758621 35.17241379] ; [1.17241379 0.82758621],0
v2,1,0.840198,0.040659,[36 48] ; [1 1],[36.13953488 47.86046512] ; [0.86046512 1.13953488],0
n4,1,0.843893,0.038776,[49 37] ; [1 1],[48.86363636 37.13636364] ; [1.13636364 0.86363636],0
