Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.226104,1.465201,[1 2] ; [ 1 12],[0.375 2.625] ; [ 1.625 11.375],0
p6,1,0.247004,1.340171,[2 1] ; [4 9],[1.125 1.875] ; [4.875 8.125],0
b1,1,0.37472,0.787953,[1 2] ; [8 5],[1.6875 1.3125] ; [7.3125 5.6875],0
v1,1,0.37472,0.787953,[2 1] ; [5 8],[1.3125 1.6875] ; [5.6875 7.3125],0
p7,1,0.37472,0.787953,[2 1] ; [5 8],[1.3125 1.6875] ; [5.6875 7.3125],0
s8,1,0.437558,0.602679,[1 2] ; [7 5],[1.6 1.4] ; [6.4 5.6],0
s4,1,0.472789,0.51545,[1 2] ; [ 2 11],[0.5625 2.4375] ; [ 2.4375 10.5625],0
s3,1,0.514828,0.424242,[2 1] ; [5 6],[1.5 1.5] ; [5.5 5.5],0
a4,1,0.518605,0.416667,[1 2] ; [ 2 10],[0.6 2.4] ; [2.4 9.6],0
a6,1,0.521839,0.410256,[2 1] ; [6 7],[1.5 1.5] ; [6.5 6.5],0
d1,1,0.521839,0.410256,[2 1] ; [6 7],[1.5 1.5] ; [6.5 6.5],0
d3,1,0.521839,0.410256,[2 1] ; [6 7],[1.5 1.5] ; [6.5 6.5],0
d5,1,0.686591,0.1628,[2 1] ; [7 6],[1.6875 1.3125] ; [7.3125 5.6875],0
b2,1,0.700311,0.148148,[1 2] ; [2 7],[0.75 2.25] ; [2.25 6.75],0
b3,1,0.700311,0.148148,[1 2] ; [2 7],[0.75 2.25] ; [2.25 6.75],0
s7,1,0.706879,0.141414,[1 2] ; [5 6],[1.28571429 1.71428571] ; [4.71428571 6.28571429],0
a3,1,0.770335,0.085227,[2 1] ; [9 3],[2.2 0.8] ; [8.8 3.2],0
v2,1,0.792147,0.069444,[1 2] ; [5 7],[1.2 1.8] ; [4.8 7.2],0
d2,1,0.868645,0.02735,[1 2] ; [5 8],[1.125 1.875] ; [4.875 8.125],0
p2,1,0.868645,0.02735,[2 1] ; [8 5],[1.875 1.125] ; [8.125 4.875],0
b5,1,0.931175,0.007459,[2 1] ; [9 4],[2.0625 0.9375] ; [8.9375 4.0625],0
a7,1,0.931175,0.007459,[2 1] ; [9 4],[2.0625 0.9375] ; [8.9375 4.0625],0
