Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a1,1,0.004714,7.98591,[ 2 51] ; [1 1],[ 2.89090909 50.10909091] ; [0.10909091 1.89090909],0
p10,1,0.242818,1.364161,[ 9 43] ; [1 1],[ 9.62962963 42.37037037] ; [0.37037037 1.62962963],0
a4,1,0.28904,1.124085,[10 42] ; [1 1],[10.59259259 41.40740741] ; [0.40740741 1.59259259],0
v4,1,0.345968,0.888191,[40 11] ; [1 1],[39.45283019 11.54716981] ; [1.54716981 0.45283019],0
s7,1,0.356741,0.849333,[11 39] ; [1 1],[11.53846154 38.46153846] ; [0.46153846 1.53846154],0
p8,1,0.382159,0.763747,[12 40] ; [1 1],[12.51851852 39.48148148] ; [0.48148148 1.51851852],0
s2,1,0.428537,0.626786,[13 39] ; [1 1],[13.48148148 38.51851852] ; [0.51851852 1.48148148],0
r3,1,0.610385,0.259615,[35 17] ; [1 1],[34.66666667 17.33333333] ; [1.33333333 0.66666667],0
r4,1,0.768703,0.086478,[32 21] ; [1 1],[31.8 21.2] ; [1.2 0.8],0
n6,1,0.785947,0.073754,[31 21] ; [1 1],[30.81481481 21.18518519] ; [1.18518519 0.81481481],0
r1,1,0.785947,0.073754,[31 21] ; [1 1],[30.81481481 21.18518519] ; [1.18518519 0.81481481],0
p4,1,0.811134,0.057104,[22 31] ; [1 1],[22.16363636 30.83636364] ; [0.83636364 1.16363636],0
p2,1,0.85334,0.034173,[30 23] ; [1 1],[29.87272727 23.12727273] ; [1.12727273 0.87272727],0
s3,1,0.871994,0.025962,[23 29] ; [1 1],[23.11111111 28.88888889] ; [0.88888889 1.11111111],0
p11,1,0.937273,0.006193,[25 28] ; [1 1],[25.05454545 27.94545455] ; [0.94545455 1.05454545],0
b4,1,0.937273,0.006193,[28 25] ; [1 1],[27.94545455 25.05454545] ; [1.05454545 0.94545455],0
b5,1,0.979099,0.000686,[27 26] ; [1 1],[26.98181818 26.01818182] ; [1.01818182 0.98181818],0
b1,1,0.979099,0.000686,[26 27] ; [1 1],[26.01818182 26.98181818] ; [0.98181818 1.01818182],0
